consumo_id,registro_id,fila_origen,cliente_producto_id,cliente_id,producto,fecha_consumo,categoria_consumo,monto_consumo,canal,consumo_outlier_iqr
CON-020896,REG-020896,20896,C001831__TARJETA_CREDITO,C001831,Tarjeta de Crédito,2025-05-13,Technology,18.13,POS,False
CON-020939,REG-020939,20939,C001030__TARJETA_CREDITO,C001030,Tarjeta de Crédito,2025-05-13,Health,13.10,Branch,False
CON-021976,REG-021976,21976,C001119__TARJETA_CREDITO,C001119,Tarjeta de Crédito,2025-05-13,Supermarket,49.71,POS,False
CON-022111,REG-022111,22111,C001724__TARJETA_CREDITO,C001724,Tarjeta de Crédito,2025-05-13,Supermarket,50.32,POS,False
CON-000217,REG-000217,217,C000159__TARJETA_CREDITO,C000159,Tarjeta de Crédito,2025-05-14,Others,77.39,App,False
CON-001241,REG-001241,1241,C000291__TARJETA_CREDITO,C000291,Tarjeta de Crédito,2025-05-14,Food,20.04,POS,False
CON-001963,REG-001963,1963,C001918__TARJETA_CREDITO,C001918,Tarjeta de Crédito,2025-05-14,Supermarket,71.13,ATM,False
CON-002427,REG-002427,2427,C000748__TARJETA_CREDITO,C000748,Tarjeta de Crédito,2025-05-14,Fuel,367.97,Web,True
CON-002485,REG-002485,2485,C000007__TARJETA_CREDITO,C000007,Tarjeta de Crédito,2025-05-14,Supermarket,32.58,POS,False
CON-002522,REG-002522,2522,C000256__TARJETA_CREDITO,C000256,Tarjeta de Crédito,2025-05-14,Entertainment,108.08,App,False
CON-003668,REG-003668,3668,C000115__TARJETA_CREDITO,C000115,Tarjeta de Crédito,2025-05-14,Fuel,293.56,Web,False
CON-003738,REG-003738,3738,C000733__TARJETA_CREDITO,C000733,Tarjeta de Crédito,2025-05-14,Food,194.49,POS,False
CON-004697,REG-004697,4697,C000289__TARJETA_CREDITO,C000289,Tarjeta de Crédito,2025-05-14,Education,16.79,POS,False
CON-005154,REG-005154,5154,C000251__TARJETA_CREDITO,C000251,Tarjeta de Crédito,2025-05-14,Entertainment,147.85,App,False
CON-006284,REG-006284,6284,C001854__TARJETA_CREDITO,C001854,Tarjeta de Crédito,2025-05-14,Travel,295.51,Branch,False
CON-006297,REG-006297,6297,C000777__TARJETA_CREDITO,C000777,Tarjeta de Crédito,2025-05-14,Travel,56.95,POS,False
CON-008006,REG-008006,8006,C001461__TARJETA_CREDITO,C001461,Tarjeta de Crédito,2025-05-14,Technology,67.11,POS,False
CON-008444,REG-008444,8444,C000808__TARJETA_CREDITO,C000808,Tarjeta de Crédito,2025-05-14,Supermarket,118.95,POS,False
CON-010030,REG-010030,10030,C000376__TARJETA_CREDITO,C000376,Tarjeta de Crédito,2025-05-14,Supermarket,83.10,POS,False
CON-010191,REG-010191,10191,C000430__TARJETA_CREDITO,C000430,Tarjeta de Crédito,2025-05-14,Food,197.60,POS,False
CON-011879,REG-011879,11879,C000505__TARJETA_CREDITO,C000505,Tarjeta de Crédito,2025-05-14,Streaming,179.78,POS,False
CON-011980,REG-011980,11980,C000965__TARJETA_CREDITO,C000965,Tarjeta de Crédito,2025-05-14,Food,42.28,POS,False
CON-012954,REG-012954,12954,C000570__TARJETA_CREDITO,C000570,Tarjeta de Crédito,2025-05-14,Education,45.45,POS,False
CON-013055,REG-013055,13055,C001414__TARJETA_CREDITO,C001414,Tarjeta de Crédito,2025-05-14,Health,122.24,POS,False
CON-013099,REG-013099,13099,C000325__TARJETA_CREDITO,C000325,Tarjeta de Crédito,2025-05-14,Travel,17.23,POS,False
CON-013661,REG-013661,13661,C001926__TARJETA_CREDITO,C001926,Tarjeta de Crédito,2025-05-14,Supermarket,84.21,App,False
CON-014667,REG-014667,14667,C001371__TARJETA_CREDITO,C001371,Tarjeta de Crédito,2025-05-14,Others,66.47,Branch,False
CON-014930,REG-014930,14930,C001722__TARJETA_CREDITO,C001722,Tarjeta de Crédito,2025-05-14,Travel,94.04,App,False
CON-016197,REG-016197,16197,C001726__TARJETA_CREDITO,C001726,Tarjeta de Crédito,2025-05-14,Supermarket,117.11,POS,False
CON-016425,REG-016425,16425,C001103__TARJETA_CREDITO,C001103,Tarjeta de Crédito,2025-05-14,Fuel,28.98,POS,False
CON-017977,REG-017977,17977,C001972__TARJETA_CREDITO,C001972,Tarjeta de Crédito,2025-05-14,Food,113.58,POS,False
CON-018322,REG-018322,18322,C001586__TARJETA_CREDITO,C001586,Tarjeta de Crédito,2025-05-14,Technology,37.17,POS,False
CON-018771,REG-018771,18771,C001071__TARJETA_CREDITO,C001071,Tarjeta de Crédito,2025-05-14,Travel,26.07,App,False
CON-019401,REG-019401,19401,C000063__TARJETA_CREDITO,C000063,Tarjeta de Crédito,2025-05-14,Streaming,49.06,POS,False
CON-019735,REG-019735,19735,C001009__TARJETA_CREDITO,C001009,Tarjeta de Crédito,2025-05-14,Food,24.84,POS,False
CON-021078,REG-021078,21078,C002144__TARJETA_CREDITO,C002144,Tarjeta de Crédito,2025-05-14,Entertainment,60.69,POS,False
CON-021584,REG-021584,21584,C000921__TARJETA_CREDITO,C000921,Tarjeta de Crédito,2025-05-14,Streaming,91.68,Web,False
CON-000398,REG-000398,398,C001915__TARJETA_CREDITO,C001915,Tarjeta de Crédito,2025-05-15,Education,209.74,POS,False
CON-003271,REG-003271,3271,C000899__TARJETA_CREDITO,C000899,Tarjeta de Crédito,2025-05-15,Streaming,44.95,Web,False
CON-005081,REG-005081,5081,C001029__TARJETA_CREDITO,C001029,Tarjeta de Crédito,2025-05-15,Food,12.23,App,False
CON-005589,REG-005589,5589,C001573__TARJETA_CREDITO,C001573,Tarjeta de Crédito,2025-05-15,Travel,37.52,POS,False
CON-007481,REG-007481,7481,C000324__TARJETA_CREDITO,C000324,Tarjeta de Crédito,2025-05-15,Food,8.99,App,False
CON-007557,REG-007557,7557,C000376__TARJETA_CREDITO,C000376,Tarjeta de Crédito,2025-05-15,Others,259.66,App,False
CON-008478,REG-008478,8478,C001682__TARJETA_CREDITO,C001682,Tarjeta de Crédito,2025-05-15,Travel,54.01,App,False
CON-010932,REG-010932,10932,C000075__TARJETA_CREDITO,C000075,Tarjeta de Crédito,2025-05-15,Food,15.64,POS,False
CON-011187,REG-011187,11187,C001837__TARJETA_CREDITO,C001837,Tarjeta de Crédito,2025-05-15,Travel,511.18,POS,True
CON-012420,REG-012420,12420,C000899__TARJETA_CREDITO,C000899,Tarjeta de Crédito,2025-05-15,Travel,11.48,Web,False
CON-012455,REG-012455,12455,C000200__TARJETA_CREDITO,C000200,Tarjeta de Crédito,2025-05-15,Food,51.33,POS,False
CON-013597,REG-013597,13597,C001652__TARJETA_CREDITO,C001652,Tarjeta de Crédito,2025-05-15,Supermarket,70.57,POS,False
CON-015444,REG-015444,15444,C000765__TARJETA_CREDITO,C000765,Tarjeta de Crédito,2025-05-15,Fuel,40.14,App,False
CON-015771,REG-015771,15771,C002119__TARJETA_CREDITO,C002119,Tarjeta de Crédito,2025-05-15,Technology,32.22,App,False
CON-018068,REG-018068,18068,C000694__TARJETA_CREDITO,C000694,Tarjeta de Crédito,2025-05-15,Travel,371.11,POS,True
CON-019058,REG-019058,19058,C002087__TARJETA_CREDITO,C002087,Tarjeta de Crédito,2025-05-15,Streaming,122.68,Web,False
CON-019271,REG-019271,19271,C001002__TARJETA_CREDITO,C001002,Tarjeta de Crédito,2025-05-15,Technology,38.84,Web,False
CON-019705,REG-019705,19705,C000291__TARJETA_CREDITO,C000291,Tarjeta de Crédito,2025-05-15,Streaming,47.37,Branch,False
CON-022035,REG-022035,22035,C001484__TARJETA_CREDITO,C001484,Tarjeta de Crédito,2025-05-15,Entertainment,98.13,POS,False
CON-022282,REG-022282,22282,C000876__TARJETA_CREDITO,C000876,Tarjeta de Crédito,2025-05-15,Supermarket,249.67,POS,False
CON-002244,REG-002244,2244,C001441__TARJETA_CREDITO,C001441,Tarjeta de Crédito,2025-05-16,Streaming,46.82,POS,False
CON-002681,REG-002681,2681,C000305__TARJETA_CREDITO,C000305,Tarjeta de Crédito,2025-05-16,Food,222.52,Branch,False
CON-002972,REG-002972,2972,C001978__TARJETA_CREDITO,C001978,Tarjeta de Crédito,2025-05-16,Streaming,90.31,POS,False
CON-003126,REG-003126,3126,C000256__TARJETA_CREDITO,C000256,Tarjeta de Crédito,2025-05-16,Others,71.40,App,False
CON-004582,REG-004582,4582,C001331__TARJETA_CREDITO,C001331,Tarjeta de Crédito,2025-05-16,Technology,73.10,Branch,False
CON-006602,REG-006602,6602,C001186__TARJETA_CREDITO,C001186,Tarjeta de Crédito,2025-05-16,Food,15.16,POS,False
CON-007049,REG-007049,7049,C000487__TARJETA_CREDITO,C000487,Tarjeta de Crédito,2025-05-16,Health,8.30,App,False
CON-007394,REG-007394,7394,C001715__TARJETA_CREDITO,C001715,Tarjeta de Crédito,2025-05-16,Streaming,46.85,POS,False
CON-008998,REG-008998,8998,C000800__TARJETA_CREDITO,C000800,Tarjeta de Crédito,2025-05-16,Streaming,27.77,POS,False
CON-010832,REG-010832,10832,C000854__TARJETA_CREDITO,C000854,Tarjeta de Crédito,2025-05-16,Health,74.10,Branch,False
CON-010852,REG-010852,10852,C000595__TARJETA_CREDITO,C000595,Tarjeta de Crédito,2025-05-16,Health,105.93,Web,False
CON-012836,REG-012836,12836,C000720__TARJETA_CREDITO,C000720,Tarjeta de Crédito,2025-05-16,Fuel,68.26,POS,False
CON-013341,REG-013341,13341,C001886__TARJETA_CREDITO,C001886,Tarjeta de Crédito,2025-05-16,Travel,30.72,POS,False
CON-013479,REG-013479,13479,C000465__TARJETA_CREDITO,C000465,Tarjeta de Crédito,2025-05-16,Entertainment,14.18,POS,False
CON-015787,REG-015787,15787,C001452__TARJETA_CREDITO,C001452,Tarjeta de Crédito,2025-05-16,Technology,13.50,POS,False
CON-016034,REG-016034,16034,C001588__TARJETA_CREDITO,C001588,Tarjeta de Crédito,2025-05-16,Entertainment,27.53,POS,False
CON-016426,REG-016426,16426,C000398__TARJETA_CREDITO,C000398,Tarjeta de Crédito,2025-05-16,Entertainment,237.95,Web,False
CON-016505,REG-016505,16505,C002157__TARJETA_CREDITO,C002157,Tarjeta de Crédito,2025-05-16,Supermarket,695.90,Branch,True
CON-017666,REG-017666,17666,C001449__TARJETA_CREDITO,C001449,Tarjeta de Crédito,2025-05-16,Technology,109.36,POS,False
CON-018892,REG-018892,18892,C001242__TARJETA_CREDITO,C001242,Tarjeta de Crédito,2025-05-16,Food,42.41,POS,False
CON-019197,REG-019197,19197,C000230__TARJETA_CREDITO,C000230,Tarjeta de Crédito,2025-05-16,Travel,45.73,POS,False
CON-021037,REG-021037,21037,C000768__TARJETA_CREDITO,C000768,Tarjeta de Crédito,2025-05-16,Technology,34.24,App,False
CON-021256,REG-021256,21256,C001710__TARJETA_CREDITO,C001710,Tarjeta de Crédito,2025-05-16,Entertainment,19.63,App,False
CON-021708,REG-021708,21708,C000082__TARJETA_CREDITO,C000082,Tarjeta de Crédito,2025-05-16,Supermarket,64.21,POS,False
CON-021763,REG-021763,21763,C000895__TARJETA_CREDITO,C000895,Tarjeta de Crédito,2025-05-16,Travel,117.88,POS,False
CON-000070,REG-000070,70,C000586__TARJETA_CREDITO,C000586,Tarjeta de Crédito,2025-05-17,Travel,174.64,POS,False
CON-000430,REG-000430,430,C001116__TARJETA_CREDITO,C001116,Tarjeta de Crédito,2025-05-17,Travel,234.74,Branch,False
CON-000566,REG-000566,566,C000205__TARJETA_CREDITO,C000205,Tarjeta de Crédito,2025-05-17,Others,46.76,POS,False
CON-002531,REG-002531,2531,C001933__TARJETA_CREDITO,C001933,Tarjeta de Crédito,2025-05-17,Health,51.59,POS,False
CON-007428,REG-007428,7428,C000711__TARJETA_CREDITO,C000711,Tarjeta de Crédito,2025-05-17,Streaming,84.52,Web,False
CON-008330,REG-008330,8330,C001618__TARJETA_CREDITO,C001618,Tarjeta de Crédito,2025-05-17,Food,181.24,App,False
CON-008646,REG-008646,8646,C001776__TARJETA_CREDITO,C001776,Tarjeta de Crédito,2025-05-17,Others,7.94,Branch,False
CON-011072,REG-011072,11072,C001291__TARJETA_CREDITO,C001291,Tarjeta de Crédito,2025-05-17,Supermarket,111.63,Web,False
CON-012164,REG-012164,12164,C001060__TARJETA_CREDITO,C001060,Tarjeta de Crédito,2025-05-17,Supermarket,157.65,POS,False
CON-012584,REG-012584,12584,C000261__TARJETA_CREDITO,C000261,Tarjeta de Crédito,2025-05-17,Health,702.86,POS,True
CON-013048,REG-013048,13048,C002064__TARJETA_CREDITO,C002064,Tarjeta de Crédito,2025-05-17,Others,33.25,POS,False
CON-014138,REG-014138,14138,C001781__TARJETA_CREDITO,C001781,Tarjeta de Crédito,2025-05-17,Health,120.86,App,False
CON-014182,REG-014182,14182,C001415__TARJETA_CREDITO,C001415,Tarjeta de Crédito,2025-05-17,Entertainment,22.25,POS,False
CON-014815,REG-014815,14815,C001417__TARJETA_CREDITO,C001417,Tarjeta de Crédito,2025-05-17,Streaming,127.12,Web,False
CON-017760,REG-017760,17760,C002150__TARJETA_CREDITO,C002150,Tarjeta de Crédito,2025-05-17,Supermarket,26.76,Branch,False
CON-017958,REG-017958,17958,C001573__TARJETA_CREDITO,C001573,Tarjeta de Crédito,2025-05-17,Technology,36.75,App,False
CON-017974,REG-017974,17974,C001085__TARJETA_CREDITO,C001085,Tarjeta de Crédito,2025-05-17,Travel,31.78,Web,False
CON-018266,REG-018266,18266,C000552__TARJETA_CREDITO,C000552,Tarjeta de Crédito,2025-05-17,Health,62.88,App,False
CON-019575,REG-019575,19575,C000138__TARJETA_CREDITO,C000138,Tarjeta de Crédito,2025-05-17,Streaming,204.73,Web,False
CON-019858,REG-019858,19858,C000566__TARJETA_CREDITO,C000566,Tarjeta de Crédito,2025-05-17,Streaming,30.92,ATM,False
CON-020904,REG-020904,20904,C001150__TARJETA_CREDITO,C001150,Tarjeta de Crédito,2025-05-17,Technology,25.57,App,False
CON-021296,REG-021296,21296,C000895__TARJETA_CREDITO,C000895,Tarjeta de Crédito,2025-05-17,Technology,192.07,POS,False
CON-022028,REG-022028,22028,C001834__TARJETA_CREDITO,C001834,Tarjeta de Crédito,2025-05-17,Streaming,89.28,POS,False
CON-001274,REG-001274,1274,C001594__TARJETA_CREDITO,C001594,Tarjeta de Crédito,2025-05-18,Education,95.63,App,False
CON-001611,REG-001611,1611,C001890__TARJETA_CREDITO,C001890,Tarjeta de Crédito,2025-05-18,Fuel,197.61,POS,False
CON-002643,REG-002643,2643,C000665__TARJETA_CREDITO,C000665,Tarjeta de Crédito,2025-05-18,Others,19.48,POS,False
CON-003479,REG-003479,3479,C001700__TARJETA_CREDITO,C001700,Tarjeta de Crédito,2025-05-18,Fuel,99.82,Web,False
CON-005689,REG-005689,5689,C001054__TARJETA_CREDITO,C001054,Tarjeta de Crédito,2025-05-18,Entertainment,27.76,Web,False
CON-005898,REG-005898,5898,C000780__TARJETA_CREDITO,C000780,Tarjeta de Crédito,2025-05-18,Entertainment,266.80,Branch,False
CON-006509,REG-006509,6509,C001140__TARJETA_CREDITO,C001140,Tarjeta de Crédito,2025-05-18,Fuel,33.51,App,False
CON-007098,REG-007098,7098,C000337__TARJETA_CREDITO,C000337,Tarjeta de Crédito,2025-05-18,Others,44.49,POS,False
CON-008095,REG-008095,8095,C000750__TARJETA_CREDITO,C000750,Tarjeta de Crédito,2025-05-18,Technology,114.98,App,False
CON-008789,REG-008789,8789,C000855__TARJETA_CREDITO,C000855,Tarjeta de Crédito,2025-05-18,Others,201.75,App,False
CON-009293,REG-009293,9293,C000906__TARJETA_CREDITO,C000906,Tarjeta de Crédito,2025-05-18,Streaming,195.93,POS,False
CON-009512,REG-009512,9512,C002151__TARJETA_CREDITO,C002151,Tarjeta de Crédito,2025-05-18,Food,177.48,POS,False
CON-009594,REG-009594,9594,C000007__TARJETA_CREDITO,C000007,Tarjeta de Crédito,2025-05-18,Travel,59.61,App,False
CON-010009,REG-010009,10009,C000304__TARJETA_CREDITO,C000304,Tarjeta de Crédito,2025-05-18,Supermarket,33.97,App,False
CON-010272,REG-010272,10272,C000427__TARJETA_CREDITO,C000427,Tarjeta de Crédito,2025-05-18,Streaming,236.96,POS,False
CON-010579,REG-010579,10579,C001769__TARJETA_CREDITO,C001769,Tarjeta de Crédito,2025-05-18,Technology,2164.83,POS,True
CON-011626,REG-011626,11626,C000418__TARJETA_CREDITO,C000418,Tarjeta de Crédito,2025-05-18,Supermarket,151.12,Branch,False
CON-011855,REG-011855,11855,C000251__TARJETA_CREDITO,C000251,Tarjeta de Crédito,2025-05-18,Technology,100.41,POS,False
CON-011991,REG-011991,11991,C001536__TARJETA_CREDITO,C001536,Tarjeta de Crédito,2025-05-18,Entertainment,276.84,POS,False
CON-013823,REG-013823,13823,C001761__TARJETA_CREDITO,C001761,Tarjeta de Crédito,2025-05-18,Supermarket,39.05,Branch,False
CON-014813,REG-014813,14813,C000319__TARJETA_CREDITO,C000319,Tarjeta de Crédito,2025-05-18,Health,20.69,POS,False
CON-015018,REG-015018,15018,C001525__TARJETA_CREDITO,C001525,Tarjeta de Crédito,2025-05-18,Education,111.26,POS,False
CON-015971,REG-015971,15971,C000145__TARJETA_CREDITO,C000145,Tarjeta de Crédito,2025-05-18,Supermarket,44.91,App,False
CON-016184,REG-016184,16184,C001963__TARJETA_CREDITO,C001963,Tarjeta de Crédito,2025-05-18,Streaming,48.79,Web,False
CON-018725,REG-018725,18725,C000306__TARJETA_CREDITO,C000306,Tarjeta de Crédito,2025-05-18,Travel,99.69,App,False
CON-019976,REG-019976,19976,C000973__TARJETA_CREDITO,C000973,Tarjeta de Crédito,2025-05-18,Supermarket,41.33,POS,False
CON-020712,REG-020712,20712,C000031__TARJETA_CREDITO,C000031,Tarjeta de Crédito,2025-05-18,Education,79.71,App,False
CON-000559,REG-000559,559,C001888__TARJETA_CREDITO,C001888,Tarjeta de Crédito,2025-05-19,Travel,10.68,POS,False
CON-000600,REG-000600,600,C000618__TARJETA_CREDITO,C000618,Tarjeta de Crédito,2025-05-19,Travel,22.60,App,False
CON-001840,REG-001840,1840,C000184__TARJETA_CREDITO,C000184,Tarjeta de Crédito,2025-05-19,Food,182.48,Web,False
CON-001982,REG-001982,1982,C001975__TARJETA_CREDITO,C001975,Tarjeta de Crédito,2025-05-19,Others,30.39,Branch,False
CON-002124,REG-002124,2124,C000214__TARJETA_CREDITO,C000214,Tarjeta de Crédito,2025-05-19,Health,56.59,POS,False
CON-002584,REG-002584,2584,C000949__TARJETA_CREDITO,C000949,Tarjeta de Crédito,2025-05-19,Food,290.43,Web,False
CON-002602,REG-002602,2602,C000359__TARJETA_CREDITO,C000359,Tarjeta de Crédito,2025-05-19,Health,106.98,Web,False
CON-003543,REG-003543,3543,C001139__TARJETA_CREDITO,C001139,Tarjeta de Crédito,2025-05-19,Food,58.79,POS,False
CON-005509,REG-005509,5509,C000819__TARJETA_CREDITO,C000819,Tarjeta de Crédito,2025-05-19,Technology,198.79,Web,False
CON-006905,REG-006905,6905,C000654__TARJETA_CREDITO,C000654,Tarjeta de Crédito,2025-05-19,Others,56.56,App,False
CON-010245,REG-010245,10245,C000654__TARJETA_CREDITO,C000654,Tarjeta de Crédito,2025-05-19,Technology,297.79,POS,False
CON-012435,REG-012435,12435,C001798__TARJETA_CREDITO,C001798,Tarjeta de Crédito,2025-05-19,Supermarket,26.62,POS,False
CON-012772,REG-012772,12772,C000082__TARJETA_CREDITO,C000082,Tarjeta de Crédito,2025-05-19,Entertainment,36.86,POS,False
CON-013703,REG-013703,13703,C002114__TARJETA_CREDITO,C002114,Tarjeta de Crédito,2025-05-19,Streaming,55.22,POS,False
CON-015710,REG-015710,15710,C000858__TARJETA_CREDITO,C000858,Tarjeta de Crédito,2025-05-19,Streaming,323.40,POS,True
CON-016003,REG-016003,16003,C001667__TARJETA_CREDITO,C001667,Tarjeta de Crédito,2025-05-19,Technology,56.54,POS,False
CON-016188,REG-016188,16188,C001098__TARJETA_CREDITO,C001098,Tarjeta de Crédito,2025-05-19,Others,50.88,App,False
CON-017010,REG-017010,17010,C000710__TARJETA_CREDITO,C000710,Tarjeta de Crédito,2025-05-19,Technology,103.88,Web,False
CON-018552,REG-018552,18552,C002048__TARJETA_CREDITO,C002048,Tarjeta de Crédito,2025-05-19,Supermarket,60.32,POS,False
CON-018752,REG-018752,18752,C001709__TARJETA_CREDITO,C001709,Tarjeta de Crédito,2025-05-19,Supermarket,36.28,Web,False
CON-019798,REG-019798,19798,C000595__TARJETA_CREDITO,C000595,Tarjeta de Crédito,2025-05-19,Food,49.15,Web,False
CON-020306,REG-020306,20306,C001110__TARJETA_CREDITO,C001110,Tarjeta de Crédito,2025-05-19,Streaming,49.62,POS,False
CON-000762,REG-000762,762,C000461__TARJETA_CREDITO,C000461,Tarjeta de Crédito,2025-05-20,Food,93.00,POS,False
CON-000809,REG-000809,809,C001457__TARJETA_CREDITO,C001457,Tarjeta de Crédito,2025-05-20,Supermarket,31.94,App,False
CON-000950,REG-000950,950,C001018__TARJETA_CREDITO,C001018,Tarjeta de Crédito,2025-05-20,Streaming,190.24,App,False
CON-001501,REG-001501,1501,C001097__TARJETA_CREDITO,C001097,Tarjeta de Crédito,2025-05-20,Education,59.83,POS,False
CON-002511,REG-002511,2511,C002027__TARJETA_CREDITO,C002027,Tarjeta de Crédito,2025-05-20,Technology,73.72,Web,False
CON-003392,REG-003392,3392,C001848__TARJETA_CREDITO,C001848,Tarjeta de Crédito,2025-05-20,Entertainment,481.22,Branch,True
CON-005613,REG-005613,5613,C001023__TARJETA_CREDITO,C001023,Tarjeta de Crédito,2025-05-20,Streaming,205.08,POS,False
CON-006537,REG-006537,6537,C000358__TARJETA_CREDITO,C000358,Tarjeta de Crédito,2025-05-20,Food,37.13,Web,False
CON-006787,REG-006787,6787,C000720__TARJETA_CREDITO,C000720,Tarjeta de Crédito,2025-05-20,Food,59.05,POS,False
CON-007402,REG-007402,7402,C001363__TARJETA_CREDITO,C001363,Tarjeta de Crédito,2025-05-20,Entertainment,124.00,Web,False
CON-009679,REG-009679,9679,C001762__TARJETA_CREDITO,C001762,Tarjeta de Crédito,2025-05-20,Streaming,4.62,Branch,False
CON-009793,REG-009793,9793,C000385__TARJETA_CREDITO,C000385,Tarjeta de Crédito,2025-05-20,Entertainment,61.90,POS,False
CON-010814,REG-010814,10814,C000605__TARJETA_CREDITO,C000605,Tarjeta de Crédito,2025-05-20,Education,57.24,POS,False
CON-011129,REG-011129,11129,C000517__TARJETA_CREDITO,C000517,Tarjeta de Crédito,2025-05-20,Food,29.84,Branch,False
CON-011737,REG-011737,11737,C000041__TARJETA_CREDITO,C000041,Tarjeta de Crédito,2025-05-20,Supermarket,47.11,POS,False
CON-014214,REG-014214,14214,C000879__TARJETA_CREDITO,C000879,Tarjeta de Crédito,2025-05-20,Food,24.82,App,False
CON-014382,REG-014382,14382,C001762__TARJETA_CREDITO,C001762,Tarjeta de Crédito,2025-05-20,Supermarket,27.88,App,False
CON-015182,REG-015182,15182,C000135__TARJETA_CREDITO,C000135,Tarjeta de Crédito,2025-05-20,Supermarket,409.20,App,True
CON-015531,REG-015531,15531,C000565__TARJETA_CREDITO,C000565,Tarjeta de Crédito,2025-05-20,Travel,36.43,POS,False
CON-017419,REG-017419,17419,C000115__TARJETA_CREDITO,C000115,Tarjeta de Crédito,2025-05-20,Travel,47.46,POS,False
CON-021414,REG-021414,21414,C000327__TARJETA_CREDITO,C000327,Tarjeta de Crédito,2025-05-20,Entertainment,95.59,Branch,False
CON-021590,REG-021590,21590,C001144__TARJETA_CREDITO,C001144,Tarjeta de Crédito,2025-05-20,Supermarket,17.31,POS,False
CON-022290,REG-022290,22290,C001450__TARJETA_CREDITO,C001450,Tarjeta de Crédito,2025-05-20,Technology,113.52,Branch,False
CON-003032,REG-003032,3032,C001071__TARJETA_CREDITO,C001071,Tarjeta de Crédito,2025-05-21,Entertainment,34.94,Web,False
CON-003388,REG-003388,3388,C000845__TARJETA_CREDITO,C000845,Tarjeta de Crédito,2025-05-21,Education,74.76,POS,False
CON-003795,REG-003795,3795,C002100__TARJETA_CREDITO,C002100,Tarjeta de Crédito,2025-05-21,Technology,30.51,Branch,False
CON-005560,REG-005560,5560,C000131__TARJETA_CREDITO,C000131,Tarjeta de Crédito,2025-05-21,Entertainment,167.28,Branch,False
CON-005858,REG-005858,5858,C001908__TARJETA_CREDITO,C001908,Tarjeta de Crédito,2025-05-21,Entertainment,62.30,Branch,False
CON-006424,REG-006424,6424,C000356__TARJETA_CREDITO,C000356,Tarjeta de Crédito,2025-05-21,Travel,14.42,POS,False
CON-006493,REG-006493,6493,C001592__TARJETA_CREDITO,C001592,Tarjeta de Crédito,2025-05-21,Supermarket,34.86,POS,False
CON-006829,REG-006829,6829,C000653__TARJETA_CREDITO,C000653,Tarjeta de Crédito,2025-05-21,Supermarket,141.56,POS,False
CON-006950,REG-006950,6950,C000765__TARJETA_CREDITO,C000765,Tarjeta de Crédito,2025-05-21,Travel,298.00,Web,False
CON-007054,REG-007054,7054,C000888__TARJETA_CREDITO,C000888,Tarjeta de Crédito,2025-05-21,Fuel,145.72,Branch,False
CON-008842,REG-008842,8842,C000016__TARJETA_CREDITO,C000016,Tarjeta de Crédito,2025-05-21,Entertainment,149.05,Web,False
CON-010982,REG-010982,10982,C001571__TARJETA_CREDITO,C001571,Tarjeta de Crédito,2025-05-21,Supermarket,57.94,POS,False
CON-011182,REG-011182,11182,C001171__TARJETA_CREDITO,C001171,Tarjeta de Crédito,2025-05-21,Technology,114.13,POS,False
CON-011908,REG-011908,11908,C000563__TARJETA_CREDITO,C000563,Tarjeta de Crédito,2025-05-21,Technology,277.15,POS,False
CON-013792,REG-013792,13792,C001278__TARJETA_CREDITO,C001278,Tarjeta de Crédito,2025-05-21,Technology,405.62,Web,True
CON-013809,REG-013809,13809,C000607__TARJETA_CREDITO,C000607,Tarjeta de Crédito,2025-05-21,Entertainment,335.30,Web,True
CON-015299,REG-015299,15299,C001247__TARJETA_CREDITO,C001247,Tarjeta de Crédito,2025-05-21,Entertainment,74.71,Branch,False
CON-015784,REG-015784,15784,C000603__TARJETA_CREDITO,C000603,Tarjeta de Crédito,2025-05-21,Others,27.23,App,False
CON-016777,REG-016777,16777,C001271__TARJETA_CREDITO,C001271,Tarjeta de Crédito,2025-05-21,Streaming,37.53,Web,False
CON-017429,REG-017429,17429,C001888__TARJETA_CREDITO,C001888,Tarjeta de Crédito,2025-05-21,Technology,27.53,App,False
CON-018961,REG-018961,18961,C000223__TARJETA_CREDITO,C000223,Tarjeta de Crédito,2025-05-21,Streaming,13.66,POS,False
CON-019023,REG-019023,19023,C000595__TARJETA_CREDITO,C000595,Tarjeta de Crédito,2025-05-21,Entertainment,102.76,Branch,False
CON-019658,REG-019658,19658,C001949__TARJETA_CREDITO,C001949,Tarjeta de Crédito,2025-05-21,Travel,55.14,POS,False
CON-020066,REG-020066,20066,C000062__TARJETA_CREDITO,C000062,Tarjeta de Crédito,2025-05-21,Supermarket,542.59,POS,True
CON-020230,REG-020230,20230,C001553__TARJETA_CREDITO,C001553,Tarjeta de Crédito,2025-05-21,Technology,68.35,App,False
CON-020724,REG-020724,20724,C000084__TARJETA_CREDITO,C000084,Tarjeta de Crédito,2025-05-21,Food,122.66,Branch,False
CON-000508,REG-000508,508,C001100__TARJETA_CREDITO,C001100,Tarjeta de Crédito,2025-05-22,Entertainment,43.65,App,False
CON-001651,REG-001651,1651,C001556__TARJETA_CREDITO,C001556,Tarjeta de Crédito,2025-05-22,Supermarket,108.01,Web,False
CON-001710,REG-001710,1710,C000777__TARJETA_CREDITO,C000777,Tarjeta de Crédito,2025-05-22,Supermarket,101.40,Web,False
