cliente_id,nombre_cliente,segmento_cliente,segmentos_observados,cantidad_segmentos_observados,segmento_conflictivo,segmento_metodo_resolucion,ciudad,ciudad_desconocida,ciudad_presento_nulos,edad,ingreso_estimado,es_travel_lover,es_streaming_lover,es_food_lover,es_tech_lover,cantidad_lovers,lovers,lover_principal
C000993,Cliente 0993,Mass,Mass,1,False,unico,Guayaquil,False,True,18,744.71,False,True,False,True,2,Streaming Lover|Tech Lover,Tech Lover
C000994,Cliente 0994,Mass,Mass|Premium,2,True,moda,Quito,False,True,40,612.13,True,False,True,False,2,Travel Lover|Food Lover,Travel Lover
C000995,Cliente 0995,Premium,Premium,1,False,unico,Guayaquil,False,False,22,3063.86,False,False,False,False,0,,Sin información transaccional
C000996,Cliente 0996,Affluent,Affluent,1,False,unico,Ambato,False,False,30,1504.74,False,False,False,False,0,,Generalista
C000997,Cliente 0997,Mass,Mass,1,False,unico,Quito,False,False,33,953.27,False,False,False,False,0,,Sin información transaccional
C000998,Cliente 0998,Premium,Premium,1,False,unico,Ambato,False,True,47,5225.78,False,True,False,False,1,Streaming Lover,Streaming Lover
C000999,Cliente 0999,Mass,Mass|Premium,2,True,moda,Guayaquil,False,False,32,1125.07,False,False,False,False,0,,Sin información transaccional
C001000,Cliente 1000,Mass,Mass,1,False,unico,Quito,False,False,46,487.69,False,False,False,True,1,Tech Lover,Tech Lover
C001001,Cliente 1001,Joven,Joven,1,False,unico,Guayaquil,False,False,37,353.12,False,False,False,True,1,Tech Lover,Tech Lover
C001002,Cliente 1002,Mass,Mass,1,False,unico,Guayaquil,False,True,39,966.28,False,False,False,True,1,Tech Lover,Tech Lover
C001003,Cliente 1003,Mass,Mass,1,False,unico,Quito,False,False,50,1222.30,False,False,False,False,0,,Generalista
C001004,Cliente 1004,Affluent,Affluent,1,False,unico,Guayaquil,False,False,57,3171.47,False,False,False,False,0,,Generalista
C001005,Cliente 1005,Premium,Premium,1,False,unico,Guayaquil,False,False,43,3893.00,False,False,False,False,0,,Sin información transaccional
C001006,Cliente 1006,Mass,Mass,1,False,unico,Quito,False,False,18,865.82,True,False,False,False,1,Travel Lover,Travel Lover
C001007,Cliente 1007,Mass,Mass,1,False,unico,Guayaquil,False,False,42,1413.70,False,False,True,False,1,Food Lover,Food Lover
C001008,Cliente 1008,Affluent,Affluent,1,False,unico,Quito,False,False,40,2120.42,False,False,True,False,1,Food Lover,Food Lover
C001009,Cliente 1009,Mass,Mass,1,False,unico,Quito,False,False,29,1048.43,True,False,False,False,1,Travel Lover,Travel Lover
C001010,Cliente 1010,Mass,Mass,1,False,unico,Guayaquil,False,False,49,1429.76,True,False,True,False,2,Travel Lover|Food Lover,Travel Lover
C001011,Cliente 1011,Mass,Mass,1,False,unico,Cuenca,False,False,31,1117.54,False,True,True,True,3,Streaming Lover|Food Lover|Tech Lover,Food Lover
C001012,Cliente 1012,PyME,PyME,1,False,unico,Guayaquil,False,False,36,5911.60,True,False,False,False,1,Travel Lover,Travel Lover
C001013,Cliente 1013,Affluent,Affluent,1,False,unico,Guayaquil,False,False,31,1407.83,False,False,False,False,0,,Generalista
C001014,Cliente 1014,Mass,Mass,1,False,unico,Ambato,False,False,59,519.98,False,False,False,False,0,,Generalista
C001015,Cliente 1015,Joven,Joven,1,False,unico,Quito,False,False,46,1025.11,True,False,True,False,2,Travel Lover|Food Lover,Food Lover
C001016,Cliente 1016,Mass,Mass,1,False,unico,Cuenca,False,False,58,1963.47,False,False,True,False,1,Food Lover,Food Lover
C001017,Cliente 1017,Mass,Mass,1,False,unico,Guayaquil,False,False,27,792.36,False,False,False,False,0,,Sin información transaccional
C001018,Cliente 1018,Premium,Premium,1,False,unico,Guayaquil,False,False,37,3183.46,False,True,False,False,1,Streaming Lover,Streaming Lover
C001019,Cliente 1019,Affluent,Affluent,1,False,unico,Guayaquil,False,False,39,1958.11,False,False,False,False,0,,Sin información transaccional
C001020,Cliente 1020,Affluent,Affluent,1,False,unico,Guayaquil,False,False,32,4227.36,False,False,True,False,1,Food Lover,Food Lover
C001021,Cliente 1021,Mass,Mass,1,False,unico,Manta,False,False,41,1063.24,False,False,False,False,0,,Sin información transaccional
C001022,Cliente 1022,Mass,Affluent|Mass,2,True,moda,Guayaquil,False,False,18,523.86,False,False,False,False,0,,Generalista
C001023,Cliente 1023,Premium,Premium,1,False,unico,Loja,False,False,39,4623.40,False,True,False,False,1,Streaming Lover,Streaming Lover
C001024,Cliente 1024,Joven,Joven,1,False,unico,Quito,False,False,23,593.97,False,False,False,False,0,,Generalista
C001025,Cliente 1025,Premium,Premium,1,False,unico,Guayaquil,False,False,58,5756.07,False,False,False,False,0,,Generalista
C001026,Cliente 1026,Joven,Joven,1,False,unico,Quito,False,False,41,886.35,False,False,True,False,1,Food Lover,Food Lover
C001027,Cliente 1027,PyME,PyME,1,False,unico,Ambato,False,False,55,3014.99,False,False,False,False,0,,Generalista
C001028,Cliente 1028,Mass,Mass,1,False,unico,Ambato,False,False,38,1156.82,True,True,False,True,3,Travel Lover|Streaming Lover|Tech Lover,Tech Lover
C001029,Cliente 1029,Mass,Mass,1,False,unico,Ambato,False,False,32,811.18,False,False,False,False,0,,Generalista
C001030,Cliente 1030,Premium,Premium,1,False,unico,Quito,False,False,35,1611.42,False,False,False,False,0,,Generalista
C001031,Cliente 1031,Joven,Joven,1,False,unico,Manta,False,False,22,611.70,False,False,False,False,0,,Generalista
C001032,Cliente 1032,Mass,Mass,1,False,unico,Guayaquil,False,False,26,557.10,True,False,False,False,1,Travel Lover,Travel Lover
C001033,Cliente 1033,Joven,Joven,1,False,unico,Quito,False,False,36,538.06,False,False,True,False,1,Food Lover,Food Lover
C001034,Cliente 1034,Mass,Mass,1,False,unico,Quito,False,False,48,808.64,False,False,False,False,0,,Sin información transaccional
C001035,Cliente 1035,Mass,Mass,1,False,unico,Quito,False,True,48,1002.62,True,False,False,False,1,Travel Lover,Travel Lover
C001036,Cliente 1036,Mass,Mass,1,False,unico,Desconocida,True,True,37,1059.35,False,False,False,False,0,,Sin información transaccional
C001037,Cliente 1037,Mass,Mass,1,False,unico,Guayaquil,False,False,29,589.33,False,False,False,False,0,,Sin información transaccional
C001038,Cliente 1038,Joven,Joven,1,False,unico,Quito,False,False,32,350.00,False,False,True,False,1,Food Lover,Food Lover
C001039,Cliente 1039,Affluent,Affluent,1,False,unico,Loja,False,False,44,1631.74,False,False,False,False,0,,Generalista
C001040,Cliente 1040,Joven,Joven,1,False,unico,Ambato,False,False,63,731.18,True,False,False,False,1,Travel Lover,Travel Lover
C001041,Cliente 1041,Mass,Mass,1,False,unico,Guayaquil,False,False,48,860.55,False,False,False,False,0,,Generalista
C001042,Cliente 1042,Mass,Mass,1,False,unico,Loja,False,False,35,1302.18,False,False,False,False,0,,Sin información transaccional
C001043,Cliente 1043,Mass,Mass,1,False,unico,Quito,False,False,45,2114.04,True,False,False,False,1,Travel Lover,Travel Lover
C001044,Cliente 1044,Premium,Premium,1,False,unico,Guayaquil,False,False,68,3015.08,False,False,False,False,0,,Sin información transaccional
C001045,Cliente 1045,Joven,Joven,1,False,unico,Guayaquil,False,False,23,1076.74,False,False,True,False,1,Food Lover,Food Lover
C001046,Cliente 1046,Mass,Mass,1,False,unico,Quito,False,False,21,666.86,True,False,False,False,1,Travel Lover,Travel Lover
C001047,Cliente 1047,Mass,Mass,1,False,unico,Guayaquil,False,False,40,1364.13,False,False,True,False,1,Food Lover,Food Lover
C001048,Cliente 1048,Joven,Joven,1,False,unico,Ambato,False,False,30,821.43,False,True,False,False,1,Streaming Lover,Streaming Lover
C001049,Cliente 1049,PyME,PyME,1,False,unico,Guayaquil,False,False,30,3689.30,False,False,False,False,0,,Sin información transaccional
C001050,Cliente 1050,Mass,Mass,1,False,unico,Quito,False,False,48,567.03,False,False,False,False,0,,Sin información transaccional
C001051,Cliente 1051,PyME,PyME,1,False,unico,Cuenca,False,False,18,5401.36,False,False,False,False,0,,Generalista
C001052,Cliente 1052,Mass,Mass,1,False,unico,Guayaquil,False,False,37,350.00,False,False,False,False,0,,Sin información transaccional
C001053,Cliente 1053,Premium,Premium,1,False,unico,Guayaquil,False,False,18,3751.88,False,False,False,False,0,,Sin información transaccional
C001054,Cliente 1054,Mass,Mass,1,False,unico,Cuenca,False,False,38,708.09,False,False,False,False,0,,Generalista
C001055,Cliente 1055,Affluent,Affluent,1,False,unico,Quito,False,False,38,4891.41,True,False,False,False,1,Travel Lover,Travel Lover
C001056,Cliente 1056,Mass,Mass,1,False,unico,Quito,False,False,53,887.52,True,False,False,False,1,Travel Lover,Travel Lover
C001057,Cliente 1057,Mass,Mass,1,False,unico,Cuenca,False,False,50,620.43,False,False,False,True,1,Tech Lover,Tech Lover
C001058,Cliente 1058,Premium,Premium,1,False,unico,Ambato,False,False,46,4483.93,False,False,True,False,1,Food Lover,Food Lover
C001059,Cliente 1059,Premium,Premium,1,False,unico,Guayaquil,False,False,18,2279.53,False,False,True,False,1,Food Lover,Food Lover
C001060,Cliente 1060,Affluent,Affluent|Mass,2,True,moda,Quito,False,True,45,1601.47,False,False,True,False,1,Food Lover,Food Lover
C001061,Cliente 1061,Joven,Joven,1,False,unico,Quito,False,False,37,630.07,False,False,False,False,0,,Sin información transaccional
C001062,Cliente 1062,Mass,Mass,1,False,unico,Quito,False,False,59,1040.99,False,False,False,False,0,,Generalista
C001063,Cliente 1063,Premium,Premium,1,False,unico,Quito,False,False,34,5404.28,False,False,False,False,0,,Generalista
C001064,Cliente 1064,Affluent,Affluent,1,False,unico,Guayaquil,False,False,63,2076.59,False,False,False,False,0,,Generalista
C001065,Cliente 1065,Affluent,Affluent,1,False,unico,Quito,False,False,46,2819.34,False,False,False,False,0,,Sin información transaccional
C001066,Cliente 1066,Affluent,Affluent,1,False,unico,Cuenca,False,False,36,1272.62,False,False,False,False,0,,Generalista
C001067,Cliente 1067,Mass,Mass,1,False,unico,Quito,False,False,44,879.14,False,False,False,False,0,,Sin información transaccional
C001068,Cliente 1068,Mass,Mass,1,False,unico,Manta,False,False,45,997.97,False,False,False,False,0,,Sin información transaccional
C001069,Cliente 1069,Premium,Premium,1,False,unico,Cuenca,False,False,38,5736.83,False,False,False,False,0,,Sin información transaccional
C001070,Cliente 1070,Affluent,Affluent,1,False,unico,Quito,False,False,56,1492.52,False,False,False,False,0,,Sin información transaccional
C001071,Cliente 1071,Joven,Joven|PyME,2,True,moda,Quito,False,False,40,374.33,True,False,False,False,1,Travel Lover,Travel Lover
C001072,Cliente 1072,Joven,Joven,1,False,unico,Cuenca,False,False,28,707.61,False,False,False,False,0,,Sin información transaccional
C001073,Cliente 1073,PyME,PyME,1,False,unico,Guayaquil,False,False,37,3030.13,False,False,False,False,0,,Generalista
C001074,Cliente 1074,Affluent,Affluent|PyME,2,True,moda,Cuenca,False,False,30,3684.82,False,False,False,False,0,,Generalista
C001075,Cliente 1075,Mass,Mass,1,False,unico,Quito,False,False,43,712.56,False,False,False,False,0,,Generalista
C001076,Cliente 1076,Mass,Mass,1,False,unico,Quito,False,False,44,462.46,False,False,False,False,0,,Sin información transaccional
C001077,Cliente 1077,Mass,Mass,1,False,unico,Guayaquil,False,False,36,1269.28,False,False,False,False,0,,Sin información transaccional
C001078,Cliente 1078,Joven,Joven,1,False,unico,Guayaquil,False,False,26,713.35,False,False,False,False,0,,Generalista
C001079,Cliente 1079,Affluent,Affluent,1,False,unico,Guayaquil,False,True,42,2800.18,False,True,False,False,1,Streaming Lover,Streaming Lover
C001080,Cliente 1080,Mass,Mass,1,False,unico,Guayaquil,False,False,52,697.65,False,True,False,False,1,Streaming Lover,Streaming Lover
C001081,Cliente 1081,Affluent,Affluent,1,False,unico,Ambato,False,False,32,1963.70,False,False,False,False,0,,Generalista
C001082,Cliente 1082,Mass,Mass,1,False,unico,Guayaquil,False,False,56,782.80,False,False,True,False,1,Food Lover,Food Lover
C001083,Cliente 1083,Mass,Mass,1,False,unico,Cuenca,False,False,45,597.45,False,False,True,False,1,Food Lover,Food Lover
C001084,Cliente 1084,Mass,Mass,1,False,unico,Quito,False,True,27,638.66,False,False,False,False,0,,Generalista
C001085,Cliente 1085,Mass,Mass,1,False,unico,Guayaquil,False,False,45,1109.37,True,False,False,False,1,Travel Lover,Travel Lover
C001086,Cliente 1086,Mass,Mass,1,False,unico,Loja,False,False,28,884.87,False,False,False,False,0,,Generalista
C001087,Cliente 1087,Joven,Joven,1,False,unico,Quito,False,False,67,415.51,False,False,True,False,1,Food Lover,Food Lover
C001088,Cliente 1088,Mass,Mass,1,False,unico,Quito,False,False,18,1388.66,False,False,False,False,0,,Generalista
C001089,Cliente 1089,Mass,Mass,1,False,unico,Quito,False,False,36,958.90,False,False,True,False,1,Food Lover,Food Lover
C001090,Cliente 1090,Joven,Joven|PyME,2,True,moda,Guayaquil,False,False,35,1149.37,False,False,True,False,1,Food Lover,Food Lover
C001091,Cliente 1091,Affluent,Affluent,1,False,unico,Guayaquil,False,False,52,1703.75,False,False,False,False,0,,Sin información transaccional
C001092,Cliente 1092,Affluent,Affluent,1,False,unico,Guayaquil,False,False,42,1905.63,False,False,False,False,0,,Generalista
C001093,Cliente 1093,Affluent,Affluent,1,False,unico,Guayaquil,False,False,41,3445.57,False,False,False,False,0,,Generalista
C001094,Cliente 1094,Affluent,Affluent,1,False,unico,Manta,False,False,35,1675.57,False,False,False,False,0,,Generalista
C001095,Cliente 1095,Affluent,Affluent,1,False,unico,Manta,False,False,52,1273.91,True,False,True,False,2,Travel Lover|Food Lover,Food Lover
C001096,Cliente 1096,Mass,Mass,1,False,unico,Cuenca,False,False,29,645.91,False,False,False,False,0,,Sin información transaccional
C001097,Cliente 1097,Mass,Mass,1,False,unico,Cuenca,False,False,32,965.01,False,False,False,False,0,,Generalista
C001098,Cliente 1098,Affluent,Affluent,1,False,unico,Manta,False,False,18,1566.84,False,False,False,False,0,,Generalista
C001099,Cliente 1099,Mass,Mass,1,False,unico,Quito,False,False,69,1002.65,False,False,False,True,1,Tech Lover,Tech Lover
C001100,Cliente 1100,Mass,Mass,1,False,unico,Quito,False,False,29,871.55,False,False,False,False,0,,Generalista
C001101,Cliente 1101,Affluent,Affluent,1,False,unico,Ambato,False,False,27,2491.34,False,False,False,False,0,,Generalista
C001102,Cliente 1102,Premium,Premium,1,False,unico,Manta,False,False,41,4931.14,False,False,False,False,0,,Generalista
C001103,Cliente 1103,Mass,Mass,1,False,unico,Guayaquil,False,False,58,504.33,False,False,True,False,1,Food Lover,Food Lover
C001104,Cliente 1104,Mass,Mass,1,False,unico,Guayaquil,False,False,29,921.90,False,False,False,False,0,,Sin información transaccional
C001105,Cliente 1105,Mass,Mass,1,False,unico,Quito,False,False,56,422.26,False,True,False,False,1,Streaming Lover,Streaming Lover
C001106,Cliente 1106,Mass,Mass,1,False,unico,Manta,False,False,52,584.23,False,False,False,False,0,,Generalista
C001107,Cliente 1107,Premium,Premium,1,False,unico,Manta,False,False,68,4519.24,False,True,False,False,1,Streaming Lover,Streaming Lover
C001108,Cliente 1108,Mass,Mass,1,False,unico,Manta,False,False,34,1034.26,False,False,False,False,0,,Sin información transaccional
C001109,Cliente 1109,Joven,Joven,1,False,unico,Guayaquil,False,False,42,444.49,False,False,True,False,1,Food Lover,Food Lover
C001110,Cliente 1110,Mass,Mass,1,False,unico,Guayaquil,False,True,33,1013.03,False,False,False,False,0,,Generalista
C001111,Cliente 1111,Mass,Mass,1,False,unico,Manta,False,False,39,1223.14,False,False,False,False,0,,Sin información transaccional
C001112,Cliente 1112,Mass,Mass,1,False,unico,Guayaquil,False,False,19,2833.59,False,False,True,True,2,Food Lover|Tech Lover,Tech Lover
C001113,Cliente 1113,Premium,Premium,1,False,unico,Quito,False,False,55,4170.39,True,False,True,False,2,Travel Lover|Food Lover,Food Lover
C001114,Cliente 1114,Mass,Mass,1,False,unico,Ambato,False,False,53,905.95,False,False,False,False,0,,Generalista
C001115,Cliente 1115,Joven,Joven,1,False,unico,Guayaquil,False,False,28,763.56,False,False,True,False,1,Food Lover,Food Lover
C001116,Cliente 1116,Mass,Mass,1,False,unico,Cuenca,False,False,50,1240.42,False,False,False,True,1,Tech Lover,Tech Lover
C001117,Cliente 1117,Premium,Premium,1,False,unico,Cuenca,False,False,29,4267.35,False,True,True,False,2,Streaming Lover|Food Lover,Food Lover
C001118,Cliente 1118,Mass,Mass|Premium,2,True,moda,Manta,False,False,32,634.16,False,False,True,False,1,Food Lover,Food Lover
C001119,Cliente 1119,Mass,Mass|PyME,2,True,moda,Quito,False,False,40,481.02,False,False,False,False,0,,Generalista
C001120,Cliente 1120,Mass,Mass,1,False,unico,Cuenca,False,False,38,880.62,False,False,False,False,0,,Generalista
C001121,Cliente 1121,Mass,Mass,1,False,unico,Quito,False,False,32,1212.64,True,False,True,False,2,Travel Lover|Food Lover,Travel Lover
C001122,Cliente 1122,Affluent,Affluent,1,False,unico,Quito,False,True,21,2472.84,True,False,True,True,3,Travel Lover|Food Lover|Tech Lover,Tech Lover
C001123,Cliente 1123,Mass,Mass,1,False,unico,Guayaquil,False,True,32,1061.47,False,False,False,False,0,,Generalista
C001124,Cliente 1124,Affluent,Affluent,1,False,unico,Quito,False,False,52,3971.07,False,True,False,False,1,Streaming Lover,Streaming Lover
C001125,Cliente 1125,Premium,Premium,1,False,unico,Manta,False,False,45,3639.06,False,False,False,False,0,,Sin información transaccional
C001126,Cliente 1126,Mass,Mass,1,False,unico,Manta,False,False,18,761.56,False,False,False,False,0,,Generalista
C001127,Cliente 1127,Affluent,Affluent,1,False,unico,Quito,False,False,49,2181.69,False,False,False,False,0,,Generalista
C001128,Cliente 1128,Mass,Mass,1,False,unico,Guayaquil,False,False,18,1315.61,False,False,False,False,0,,Sin información transaccional
C001129,Cliente 1129,Joven,Joven,1,False,unico,Cuenca,False,False,22,1008.03,False,False,True,False,1,Food Lover,Food Lover
C001130,Cliente 1130,Mass,Mass,1,False,unico,Guayaquil,False,False,18,488.53,False,True,False,True,2,Streaming Lover|Tech Lover,Tech Lover
C001131,Cliente 1131,Mass,Mass,1,False,unico,Quito,False,False,18,1083.82,False,False,True,True,2,Food Lover|Tech Lover,Tech Lover
C001132,Cliente 1132,Joven,Joven|Premium,2,True,moda,Quito,False,False,23,634.96,False,False,False,False,0,,Generalista
C001133,Cliente 1133,Mass,Mass,1,False,unico,Guayaquil,False,False,24,1164.40,False,True,False,False,1,Streaming Lover,Streaming Lover
C001134,Cliente 1134,Mass,Mass,1,False,unico,Manta,False,False,34,1105.86,False,True,True,False,2,Streaming Lover|Food Lover,Food Lover
C001135,Cliente 1135,Premium,Premium,1,False,unico,Ambato,False,False,35,2048.43,False,False,True,False,1,Food Lover,Food Lover
C001136,Cliente 1136,Mass,Mass,1,False,unico,Manta,False,False,18,874.63,True,False,False,False,1,Travel Lover,Travel Lover
C001137,Cliente 1137,Mass,Mass,1,False,unico,Quito,False,False,38,948.21,False,False,False,False,0,,Generalista
C001138,Cliente 1138,Mass,Mass,1,False,unico,Quito,False,False,25,1244.71,False,True,False,False,1,Streaming Lover,Streaming Lover
C001139,Cliente 1139,Affluent,Affluent|Joven,2,True,moda,Quito,False,False,31,2469.76,False,False,True,False,1,Food Lover,Food Lover
C001140,Cliente 1140,Joven,Joven,1,False,unico,Guayaquil,False,False,31,651.60,False,False,False,False,0,,Generalista
C001141,Cliente 1141,Joven,Joven,1,False,unico,Guayaquil,False,False,48,1153.68,False,False,False,False,0,,Generalista
C001142,Cliente 1142,Mass,Mass,1,False,unico,Guayaquil,False,False,35,917.62,False,False,False,False,0,,Sin información transaccional
C001143,Cliente 1143,Premium,Premium,1,False,unico,Guayaquil,False,False,20,7075.00,False,False,False,False,0,,Generalista
C001144,Cliente 1144,Mass,Mass,1,False,unico,Guayaquil,False,False,46,846.56,False,False,False,False,0,,Generalista
C001145,Cliente 1145,Mass,Mass,1,False,unico,Loja,False,False,44,440.43,False,False,False,False,0,,Generalista
C001146,Cliente 1146,Mass,Mass,1,False,unico,Cuenca,False,False,18,1348.39,False,False,False,False,0,,Sin información transaccional
C001147,Cliente 1147,Premium,Premium,1,False,unico,Ambato,False,False,28,2769.68,True,False,False,False,1,Travel Lover,Travel Lover
C001148,Cliente 1148,Mass,Mass,1,False,unico,Quito,False,False,43,434.22,False,False,False,False,0,,Sin información transaccional
C001149,Cliente 1149,Affluent,Affluent,1,False,unico,Guayaquil,False,False,26,2352.69,False,True,False,False,1,Streaming Lover,Streaming Lover
C001150,Cliente 1150,Mass,Mass,1,False,unico,Ambato,False,False,22,1170.43,False,False,False,True,1,Tech Lover,Tech Lover
C001151,Cliente 1151,Mass,Mass,1,False,unico,Quito,False,False,31,1033.24,False,False,False,False,0,,Sin información transaccional
C001152,Cliente 1152,Mass,Mass,1,False,unico,Manta,False,False,29,691.70,True,False,False,True,2,Travel Lover|Tech Lover,Travel Lover
C001153,Cliente 1153,Premium,Premium,1,False,unico,Loja,False,True,30,6713.74,True,False,False,False,1,Travel Lover,Travel Lover
C001154,Cliente 1154,Affluent,Affluent,1,False,unico,Ambato,False,False,38,2395.40,False,False,False,True,1,Tech Lover,Tech Lover
C001155,Cliente 1155,Mass,Mass,1,False,unico,Guayaquil,False,False,37,754.58,False,False,False,True,1,Tech Lover,Tech Lover
C001156,Cliente 1156,Affluent,Affluent,1,False,unico,Cuenca,False,False,22,2024.98,False,False,False,False,0,,Generalista
C001157,Cliente 1157,PyME,PyME,1,False,unico,Quito,False,False,37,2185.15,False,True,True,False,2,Streaming Lover|Food Lover,Streaming Lover
C001158,Cliente 1158,Mass,Mass,1,False,unico,Quito,False,False,58,867.75,False,False,False,False,0,,Generalista
C001159,Cliente 1159,Affluent,Affluent,1,False,unico,Manta,False,False,27,1454.50,True,False,False,False,1,Travel Lover,Travel Lover
C001160,Cliente 1160,Mass,Mass,1,False,unico,Manta,False,False,46,1187.60,False,False,False,False,0,,Sin información transaccional
C001161,Cliente 1161,Mass,Mass,1,False,unico,Guayaquil,False,False,28,979.20,False,False,False,False,0,,Sin información transaccional
C001162,Cliente 1162,Mass,Mass,1,False,unico,Quito,False,False,39,539.46,False,False,False,False,0,,Generalista
C001163,Cliente 1163,Mass,Mass|PyME,2,True,moda,Cuenca,False,False,38,1038.05,True,False,False,False,1,Travel Lover,Travel Lover
C001164,Cliente 1164,Mass,Mass,1,False,unico,Loja,False,False,47,614.40,False,False,False,False,0,,Sin información transaccional
C001165,Cliente 1165,Mass,Mass,1,False,unico,Guayaquil,False,False,43,749.12,False,False,False,False,0,,Generalista
C001166,Cliente 1166,Affluent,Affluent,1,False,unico,Guayaquil,False,False,36,2741.29,False,False,False,True,1,Tech Lover,Tech Lover
C001167,Cliente 1167,Mass,Mass,1,False,unico,Quito,False,False,46,1208.97,False,False,False,False,0,,Sin información transaccional
C001168,Cliente 1168,Affluent,Affluent|Mass,2,True,moda,Quito,False,False,38,2359.49,False,True,False,False,1,Streaming Lover,Streaming Lover
C001169,Cliente 1169,Premium,Premium,1,False,unico,Guayaquil,False,False,31,3846.12,True,False,False,False,1,Travel Lover,Travel Lover
C001170,Cliente 1170,Affluent,Affluent,1,False,unico,Loja,False,False,46,1729.21,False,False,False,False,0,,Generalista
C001171,Cliente 1171,Mass,Mass,1,False,unico,Quito,False,False,47,1098.76,False,False,True,False,1,Food Lover,Food Lover
C001172,Cliente 1172,Affluent,Affluent,1,False,unico,Guayaquil,False,False,33,1529.34,True,False,False,False,1,Travel Lover,Travel Lover
C001173,Cliente 1173,Mass,Mass,1,False,unico,Quito,False,False,34,989.23,False,False,False,False,0,,Generalista
C001174,Cliente 1174,Mass,Mass,1,False,unico,Guayaquil,False,False,42,729.85,False,False,False,True,1,Tech Lover,Tech Lover
C001175,Cliente 1175,Premium,Premium,1,False,unico,Guayaquil,False,False,35,3976.34,True,False,False,False,1,Travel Lover,Travel Lover
C001176,Cliente 1176,Mass,Mass,1,False,unico,Guayaquil,False,False,38,655.73,False,True,True,False,2,Streaming Lover|Food Lover,Streaming Lover
C001177,Cliente 1177,Affluent,Affluent|Premium,2,True,moda,Guayaquil,False,False,18,2705.50,False,True,False,False,1,Streaming Lover,Streaming Lover
C001178,Cliente 1178,Affluent,Affluent,1,False,unico,Guayaquil,False,False,43,2966.11,False,False,False,False,0,,Generalista
C001179,Cliente 1179,Mass,Mass,1,False,unico,Guayaquil,False,False,28,1007.40,True,False,False,True,2,Travel Lover|Tech Lover,Travel Lover
C001180,Cliente 1180,PyME,PyME,1,False,unico,Quito,False,False,37,1985.30,False,False,True,False,1,Food Lover,Food Lover
C001181,Cliente 1181,Mass,Mass,1,False,unico,Quito,False,False,34,589.76,False,False,False,True,1,Tech Lover,Tech Lover
C001182,Cliente 1182,Premium,Premium,1,False,unico,Guayaquil,False,False,32,4665.85,False,False,True,False,1,Food Lover,Food Lover
C001183,Cliente 1183,Mass,Mass,1,False,unico,Guayaquil,False,False,18,669.61,False,False,False,False,0,,Sin información transaccional
C001184,Cliente 1184,Mass,Mass,1,False,unico,Guayaquil,False,False,26,1088.49,False,False,False,False,0,,Sin información transaccional
C001185,Cliente 1185,Joven,Joven,1,False,unico,Quito,False,False,34,602.55,True,False,False,False,1,Travel Lover,Travel Lover
C001186,Cliente 1186,Joven,Joven,1,False,unico,Cuenca,False,False,36,1276.71,False,True,False,False,1,Streaming Lover,Streaming Lover
C001187,Cliente 1187,Affluent,Affluent,1,False,unico,Cuenca,False,False,19,1927.48,True,False,False,False,1,Travel Lover,Travel Lover
C001188,Cliente 1188,PyME,PyME,1,False,unico,Guayaquil,False,False,36,3212.29,False,False,False,False,0,,Sin información transaccional
C001189,Cliente 1189,Mass,Mass,1,False,unico,Guayaquil,False,False,30,837.04,False,False,False,False,0,,Generalista
C001190,Cliente 1190,Premium,Premium,1,False,unico,Guayaquil,False,False,49,4134.83,False,False,False,True,1,Tech Lover,Tech Lover
C001191,Cliente 1191,Mass,Mass,1,False,unico,Cuenca,False,False,40,1255.23,False,False,True,False,1,Food Lover,Food Lover
C001192,Cliente 1192,Joven,Joven,1,False,unico,Quito,False,False,54,741.22,False,False,False,False,0,,Generalista
C001193,Cliente 1193,Premium,Premium,1,False,unico,Cuenca,False,False,25,6049.38,False,False,True,False,1,Food Lover,Food Lover
C001194,Cliente 1194,Affluent,Affluent,1,False,unico,Quito,False,False,35,2391.27,True,False,False,False,1,Travel Lover,Travel Lover
C001195,Cliente 1195,Premium,Premium,1,False,unico,Guayaquil,False,False,68,3235.69,True,False,False,False,1,Travel Lover,Travel Lover
C001196,Cliente 1196,Mass,Mass,1,False,unico,Quito,False,True,65,1005.52,False,False,True,False,1,Food Lover,Food Lover
C001197,Cliente 1197,Mass,Mass,1,False,unico,Guayaquil,False,True,32,1067.47,False,False,False,False,0,,Generalista
C001198,Cliente 1198,Mass,Mass,1,False,unico,Quito,False,False,48,753.79,False,False,False,False,0,,Generalista
C001199,Cliente 1199,Affluent,Affluent,1,False,unico,Quito,False,False,29,1726.62,False,True,False,False,1,Streaming Lover,Streaming Lover
C001200,Cliente 1200,Mass,Mass,1,False,unico,Cuenca,False,False,19,1433.44,False,False,False,False,0,,Sin información transaccional
C001201,Cliente 1201,Affluent,Affluent,1,False,unico,Guayaquil,False,False,25,2464.33,False,False,False,False,0,,Generalista
C001202,Cliente 1202,Affluent,Affluent,1,False,unico,Guayaquil,False,False,43,1886.66,True,True,False,False,2,Travel Lover|Streaming Lover,Travel Lover
C001203,Cliente 1203,Joven,Joven,1,False,unico,Quito,False,False,43,514.92,False,False,False,False,0,,Sin información transaccional
C001204,Cliente 1204,Affluent,Affluent,1,False,unico,Guayaquil,False,False,24,1669.62,False,False,False,False,0,,Generalista
