cliente_producto_id,cliente_id,producto,tipo_producto,saldo_producto,saldo_desconocido,saldo_negativo,saldo_outlier_iqr,cupo_credito,fecha_vencimiento,estado_producto,fecha_primer_registro,fecha_ultimo_registro,cantidad_registros
C000591__CREDITO_VEHICULAR,C000591,Crédito Vehicular,Deuda,20933.03,False,False,False,,2029-09-07,Activo,2025-04-19,2026-01-24,3
C000591__CREDITO_CONSUMO,C000591,Crédito de Consumo,Deuda,2900.22,False,False,False,,2027-12-01,Activo,2025-01-02,2026-06-24,3
C000591__CTA_CORRIENTE,C000591,Cuenta Corriente,Depósito,4574.71,False,False,False,,,Activo,2025-02-14,2026-02-03,4
C000592__CREDITO_VEHICULAR,C000592,Crédito Vehicular,Deuda,3721.24,False,False,False,,2028-05-27,Activo,2026-03-17,2026-03-17,1
C000592__TARJETA_CREDITO,C000592,Tarjeta de Crédito,Deuda,663.34,False,False,False,1600.00,2030-07-16,Activo,2025-02-01,2026-01-19,8
C000593__CREDITO_CONSUMO,C000593,Crédito de Consumo,Deuda,2549.63,False,False,False,,2026-10-15,Activo,2025-06-11,2025-06-11,1
C000594__CTA_CORRIENTE,C000594,Cuenta Corriente,Depósito,2532.33,False,False,False,,,Activo,2025-06-22,2026-01-10,2
C000594__CTA_AHORROS,C000594,Cuenta de Ahorros,Depósito,-100.00,False,True,False,,,Activo,2025-10-16,2026-07-29,2
C000594__TARJETA_CREDITO,C000594,Tarjeta de Crédito,Deuda,284.24,False,False,False,2500.00,2030-07-07,Activo,2025-01-20,2026-06-08,7
C000595__CREDITO_CONSUMO,C000595,Crédito de Consumo,Deuda,4636.21,False,False,False,,2029-07-26,Activo,2025-01-11,2026-06-25,3
C000595__CTA_AHORROS,C000595,Cuenta de Ahorros,Depósito,1069.77,False,False,False,,,Activo,2025-10-12,2026-05-14,4
C000595__TARJETA_CREDITO,C000595,Tarjeta de Crédito,Deuda,684.23,False,False,False,2100.00,2026-09-26,Activo,2025-05-16,2026-07-27,11
C000596__CREDITO_CONSUMO,C000596,Crédito de Consumo,Deuda,1438.68,False,False,False,,2031-12-30,Activo,2025-10-25,2025-10-25,1
C000596__CTA_AHORROS,C000596,Cuenta de Ahorros,Depósito,1889.89,False,False,False,,,Activo,2025-11-08,2026-05-17,4
C000596__TARJETA_CREDITO,C000596,Tarjeta de Crédito,Deuda,242.07,False,False,False,700.00,2030-01-03,Activo,2025-02-10,2026-08-14,13
C000597__CREDITO_VEHICULAR,C000597,Crédito Vehicular,Deuda,15646.56,False,False,False,,2027-06-20,Activo,2025-12-23,2026-06-27,3
C000597__CTA_CORRIENTE,C000597,Cuenta Corriente,Depósito,11693.49,False,False,False,,,Activo,2025-06-07,2025-09-22,3
C000597__TARJETA_CREDITO,C000597,Tarjeta de Crédito,Deuda,1629.32,False,False,False,7000.00,2029-04-25,Activo,2025-01-05,2026-07-15,7
C000598__CREDITO_CONSUMO,C000598,Crédito de Consumo,Deuda,16828.63,False,False,False,,2030-05-10,Activo,2026-01-11,2026-04-02,2
C000598__TARJETA_CREDITO,C000598,Tarjeta de Crédito,Deuda,8930.43,False,False,True,18200.00,2030-06-13,Activo,2025-01-01,2026-08-28,7
C000599__CREDITO_CONSUMO,C000599,Crédito de Consumo,Deuda,5373.13,False,False,False,,2027-07-22,Activo,2025-08-26,2025-11-23,2
C000599__CTA_AHORROS,C000599,Cuenta de Ahorros,Depósito,887.68,False,False,False,,,Activo,2025-12-23,2026-03-25,2
C000600__CREDITO_VEHICULAR,C000600,Crédito Vehicular,Deuda,18625.28,False,False,False,,2026-12-27,Activo,2025-04-21,2025-12-26,2
C000600__CTA_CORRIENTE,C000600,Cuenta Corriente,Depósito,986.17,False,False,False,,,Activo,2025-09-01,2025-09-01,1
C000600__CTA_AHORROS,C000600,Cuenta de Ahorros,Depósito,254.00,False,False,False,,,Activo,2025-02-26,2026-03-19,4
C000600__TARJETA_CREDITO,C000600,Tarjeta de Crédito,Deuda,344.01,False,False,False,700.00,2026-09-24,Activo,2025-01-09,2026-07-28,9
C000601__CREDITO_HIPOTECARIO,C000601,Crédito Hipotecario,Deuda,24379.09,False,False,False,,2031-01-16,Activo,2025-03-31,2025-12-21,3
C000601__CREDITO_VEHICULAR,C000601,Crédito Vehicular,Deuda,9832.55,False,False,False,,2030-04-25,Activo,2026-02-11,2026-03-18,3
C000601__TARJETA_CREDITO,C000601,Tarjeta de Crédito,Deuda,91.85,False,False,False,2100.00,2030-08-08,Activo,2025-03-16,2026-01-21,9
C000602__CREDITO_HIPOTECARIO,C000602,Crédito Hipotecario,Deuda,99871.19,False,False,False,,2032-03-19,Activo,2025-01-15,2025-09-13,3
C000602__CTA_AHORROS,C000602,Cuenta de Ahorros,Depósito,1915.38,False,False,False,,,Activo,2025-12-04,2025-12-04,1
C000603__CTA_AHORROS,C000603,Cuenta de Ahorros,Depósito,642.64,False,False,False,,,Activo,2025-02-19,2025-02-19,1
C000603__TARJETA_CREDITO,C000603,Tarjeta de Crédito,Deuda,284.78,False,False,False,1000.00,2030-04-21,Activo,2025-03-22,2026-06-09,12
C000604__CREDITO_CONSUMO,C000604,Crédito de Consumo,Deuda,11759.46,False,False,False,,2030-10-27,Activo,2025-09-15,2026-02-11,2
C000604__CTA_CORRIENTE,C000604,Cuenta Corriente,Depósito,10702.45,False,False,False,,,Activo,2026-06-15,2026-06-15,1
C000604__CTA_AHORROS,C000604,Cuenta de Ahorros,Depósito,18771.96,False,False,True,,,Activo,2025-11-27,2025-11-27,1
C000604__TARJETA_CREDITO,C000604,Tarjeta de Crédito,Deuda,3025.67,False,False,False,6400.00,2028-04-09,Activo,2025-03-26,2026-08-27,6
C000605__CREDITO_CONSUMO,C000605,Crédito de Consumo,Deuda,2595.34,False,False,False,,2026-12-12,Activo,2026-01-31,2026-01-31,1
C000605__CTA_AHORROS,C000605,Cuenta de Ahorros,Depósito,2138.76,False,False,False,,,Activo,2026-03-07,2026-03-07,1
C000605__TARJETA_CREDITO,C000605,Tarjeta de Crédito,Deuda,1287.58,False,False,False,1800.00,2028-03-16,Activo,2025-03-04,2026-05-03,11
C000606__CREDITO_VEHICULAR,C000606,Crédito Vehicular,Deuda,29712.91,False,False,False,,2029-07-07,Activo,2025-11-15,2026-05-31,2
C000606__CTA_CORRIENTE,C000606,Cuenta Corriente,Depósito,1925.50,False,False,False,,,Activo,2025-02-05,2026-06-23,3
C000606__CTA_AHORROS,C000606,Cuenta de Ahorros,Depósito,2821.37,False,False,False,,,Activo,2025-01-17,2026-07-10,4
C000607__CTA_CORRIENTE,C000607,Cuenta Corriente,Depósito,959.51,False,False,False,,,Activo,2025-11-14,2026-05-01,3
C000607__CTA_AHORROS,C000607,Cuenta de Ahorros,Depósito,3881.32,False,False,False,,,Activo,2025-03-11,2026-08-07,4
C000607__TARJETA_CREDITO,C000607,Tarjeta de Crédito,Deuda,2993.98,False,False,False,4600.00,2027-02-23,Activo,2025-01-21,2026-08-23,7
C000608__CTA_AHORROS,C000608,Cuenta de Ahorros,Depósito,1191.43,False,False,False,,,Activo,2026-08-02,2026-08-02,1
C000608__TARJETA_CREDITO,C000608,Tarjeta de Crédito,Deuda,94.12,False,False,False,1000.00,2026-10-14,Activo,2025-01-02,2026-06-08,14
C000609__CREDITO_HIPOTECARIO,C000609,Crédito Hipotecario,Deuda,100135.98,False,False,False,,2031-02-01,Activo,2026-01-07,2026-04-02,3
C000609__TARJETA_CREDITO,C000609,Tarjeta de Crédito,Deuda,1334.70,False,False,False,2200.00,2029-06-14,Activo,2025-02-26,2026-02-09,7
C000610__CREDITO_HIPOTECARIO,C000610,Crédito Hipotecario,Deuda,47465.73,False,False,False,,2027-05-16,Activo,2025-07-29,2026-05-29,2
C000610__CTA_AHORROS,C000610,Cuenta de Ahorros,Depósito,4106.41,False,False,False,,,Activo,2026-02-03,2026-02-03,1
C000610__TARJETA_CREDITO,C000610,Tarjeta de Crédito,Deuda,567.04,False,False,False,1400.00,2027-10-21,Activo,2025-01-10,2026-08-30,11
C000611__CREDITO_HIPOTECARIO,C000611,Crédito Hipotecario,Deuda,113319.91,False,False,False,,2028-12-07,Activo,2025-06-04,2025-06-04,1
C000611__CTA_CORRIENTE,C000611,Cuenta Corriente,Depósito,16966.95,False,False,True,,,Activo,2026-01-06,2026-07-14,3
C000611__TARJETA_CREDITO,C000611,Tarjeta de Crédito,Deuda,245.01,False,False,False,13900.00,2030-09-16,Activo,2025-02-20,2026-06-24,6
C000612__CREDITO_VEHICULAR,C000612,Crédito Vehicular,Deuda,14258.01,False,False,False,,2026-10-07,Activo,2026-03-07,2026-07-24,3
C000612__TARJETA_CREDITO,C000612,Tarjeta de Crédito,Deuda,1417.35,False,False,False,5700.00,2027-11-24,Activo,2025-04-28,2026-08-11,11
C000613__CREDITO_CONSUMO,C000613,Crédito de Consumo,Deuda,3064.17,False,False,False,,2027-07-03,Activo,2025-05-09,2025-08-18,3
C000613__TARJETA_CREDITO,C000613,Tarjeta de Crédito,Deuda,211.27,False,False,False,1300.00,2028-03-06,Activo,2025-01-30,2026-02-04,8
C000614__CTA_CORRIENTE,C000614,Cuenta Corriente,Depósito,17480.42,False,False,True,,,Activo,2026-01-13,2026-04-29,2
C000614__TARJETA_CREDITO,C000614,Tarjeta de Crédito,Deuda,2730.46,False,False,False,23700.00,2029-11-27,Activo,2025-01-01,2026-08-26,10
C000615__CREDITO_CONSUMO,C000615,Crédito de Consumo,Deuda,3834.78,False,False,False,,2027-08-18,Activo,2025-05-04,2026-03-29,3
C000615__TARJETA_CREDITO,C000615,Tarjeta de Crédito,Deuda,621.34,False,False,False,1300.00,2030-10-09,Activo,2025-01-29,2026-08-28,11
C000616__CREDITO_VEHICULAR,C000616,Crédito Vehicular,Deuda,24302.14,False,False,False,,2028-12-23,Activo,2026-02-09,2026-02-28,3
C000616__CREDITO_CONSUMO,C000616,Crédito de Consumo,Deuda,5167.55,False,False,False,,2031-09-15,Activo,2025-01-13,2025-05-14,2
C000616__CTA_AHORROS,C000616,Cuenta de Ahorros,Depósito,-100.00,False,True,False,,,Activo,2025-01-04,2026-04-05,3
C000616__TARJETA_CREDITO,C000616,Tarjeta de Crédito,Deuda,232.81,False,False,False,1200.00,2029-09-11,Activo,2025-05-02,2026-08-08,14
C000617__CREDITO_VEHICULAR,C000617,Crédito Vehicular,Deuda,18119.92,False,False,False,,2027-03-16,Activo,2025-02-05,2026-07-16,3
C000617__CREDITO_CONSUMO,C000617,Crédito de Consumo,Deuda,31050.75,False,False,True,,2031-06-05,Activo,2025-04-17,2025-06-19,2
C000617__TARJETA_CREDITO,C000617,Tarjeta de Crédito,Deuda,740.32,False,False,False,7700.00,2026-12-29,Activo,2025-03-26,2026-08-28,13
C000618__TARJETA_CREDITO,C000618,Tarjeta de Crédito,Deuda,126.54,False,False,False,2700.00,2030-01-25,Activo,2025-05-06,2026-08-11,10
C000619__CREDITO_CONSUMO,C000619,Crédito de Consumo,Deuda,10302.32,False,False,False,,2032-05-23,Activo,2025-03-05,2026-06-23,3
C000619__TARJETA_CREDITO,C000619,Tarjeta de Crédito,Deuda,10120.26,False,False,True,15600.00,2029-03-02,Activo,2025-05-07,2026-04-28,6
C000620__CREDITO_CONSUMO,C000620,Crédito de Consumo,Deuda,28817.77,False,False,True,,2032-04-19,Activo,2026-02-17,2026-02-17,1
C000620__TARJETA_CREDITO,C000620,Tarjeta de Crédito,Deuda,4651.91,False,False,True,8700.00,2026-09-25,Activo,2025-05-03,2026-07-08,14
C000621__CREDITO_HIPOTECARIO,C000621,Crédito Hipotecario,Deuda,67853.24,False,False,False,,2032-02-08,Activo,2025-12-29,2026-03-09,3
C000621__TARJETA_CREDITO,C000621,Tarjeta de Crédito,Deuda,997.94,False,False,False,3100.00,2029-09-12,Activo,2025-01-11,2026-06-27,7
C000622__CTA_AHORROS,C000622,Cuenta de Ahorros,Depósito,-67.41,False,True,False,,,Activo,2026-03-31,2026-03-31,1
C000622__TARJETA_CREDITO,C000622,Tarjeta de Crédito,Deuda,485.34,False,False,False,2200.00,2030-07-01,Activo,2025-01-14,2026-08-11,7
C000623__CREDITO_CONSUMO,C000623,Crédito de Consumo,Deuda,4936.32,False,False,False,,2028-07-01,Activo,2025-04-18,2025-04-18,1
C000623__TARJETA_CREDITO,C000623,Tarjeta de Crédito,Deuda,431.67,False,False,False,1100.00,2028-12-24,Activo,2025-04-03,2026-03-22,4
C000624__CTA_AHORROS,C000624,Cuenta de Ahorros,Depósito,8449.03,False,False,False,,,Activo,2025-01-12,2025-12-07,3
C000624__TARJETA_CREDITO,C000624,Tarjeta de Crédito,Deuda,1643.76,False,False,False,3800.00,2027-08-04,Activo,2025-01-23,2026-06-21,10
C000625__CREDITO_HIPOTECARIO,C000625,Crédito Hipotecario,Deuda,78822.94,False,False,False,,2028-07-26,Activo,2025-09-08,2025-09-08,1
C000625__TARJETA_CREDITO,C000625,Tarjeta de Crédito,Deuda,488.24,False,False,False,1900.00,2030-06-24,Activo,2025-01-01,2026-05-20,7
C000626__CREDITO_HIPOTECARIO,C000626,Crédito Hipotecario,Deuda,89644.76,False,False,False,,2027-12-05,Activo,2025-01-13,2026-07-11,3
C000626__CTA_CORRIENTE,C000626,Cuenta Corriente,Depósito,4971.85,False,False,False,,,Activo,2025-11-25,2026-08-14,4
C000626__TARJETA_CREDITO,C000626,Tarjeta de Crédito,Deuda,2335.83,False,False,False,8600.00,2030-09-08,Activo,2025-03-05,2026-07-21,11
C000627__CREDITO_CONSUMO,C000627,Crédito de Consumo,Deuda,10143.07,False,False,False,,2031-01-09,Activo,2026-05-15,2026-05-15,1
C000627__TARJETA_CREDITO,C000627,Tarjeta de Crédito,Deuda,2920.27,False,False,False,4600.00,2027-12-16,Activo,2025-03-20,2026-04-26,9
C000628__CREDITO_VEHICULAR,C000628,Crédito Vehicular,Deuda,19710.93,False,False,False,,2028-05-31,Activo,2025-08-03,2025-08-03,1
C000628__CREDITO_CONSUMO,C000628,Crédito de Consumo,Deuda,3743.40,False,False,False,,2028-01-26,Activo,2025-05-23,2026-08-20,2
C000629__CREDITO_CONSUMO,C000629,Crédito de Consumo,Deuda,4163.47,False,False,False,,2030-06-10,Activo,2025-01-03,2025-12-04,3
C000629__TARJETA_CREDITO,C000629,Tarjeta de Crédito,Deuda,814.82,False,False,False,2400.00,2029-04-16,Activo,2025-04-25,2026-05-22,5
C000630__CREDITO_HIPOTECARIO,C000630,Crédito Hipotecario,Deuda,62078.24,False,False,False,,2032-03-24,Activo,2026-04-17,2026-04-17,1
C000630__CREDITO_VEHICULAR,C000630,Crédito Vehicular,Deuda,28579.28,False,False,False,,2031-11-02,Activo,2025-08-16,2025-08-16,1
C000630__TARJETA_CREDITO,C000630,Tarjeta de Crédito,Deuda,390.62,False,False,False,6200.00,2027-02-09,Activo,2025-03-17,2026-08-20,6
C000631__CTA_AHORROS,C000631,Cuenta de Ahorros,Depósito,5429.18,False,False,False,,,Activo,2025-06-23,2026-07-30,3
C000631__TARJETA_CREDITO,C000631,Tarjeta de Crédito,Deuda,1323.67,False,False,False,3800.00,2027-05-02,Activo,2025-01-16,2026-07-23,10
C000632__CREDITO_VEHICULAR,C000632,Crédito Vehicular,Deuda,21508.48,False,False,False,,2029-05-01,Activo,2026-04-23,2026-05-20,2
C000632__TARJETA_CREDITO,C000632,Tarjeta de Crédito,Deuda,662.09,False,False,False,1000.00,2029-04-24,Activo,2025-03-04,2026-08-28,5
C000633__CREDITO_VEHICULAR,C000633,Crédito Vehicular,Deuda,22115.73,False,False,False,,2030-11-28,Activo,2025-05-13,2026-02-05,3
C000633__CTA_CORRIENTE,C000633,Cuenta Corriente,Depósito,677.49,False,False,False,,,Activo,2025-11-02,2026-04-05,3
C000634__CTA_CORRIENTE,C000634,Cuenta Corriente,Depósito,4407.59,False,False,False,,,Activo,2025-05-18,2025-10-16,2
C000634__TARJETA_CREDITO,C000634,Tarjeta de Crédito,Deuda,1805.16,False,False,False,3000.00,2029-03-07,Activo,2025-01-24,2026-08-01,13
C000635__CTA_AHORROS,C000635,Cuenta de Ahorros,Depósito,652.55,False,False,False,,,Activo,2026-01-29,2026-01-29,1
C000635__TARJETA_CREDITO,C000635,Tarjeta de Crédito,Deuda,421.86,False,False,False,1300.00,2028-10-18,Activo,2025-03-14,2026-07-25,4
C000636__CREDITO_VEHICULAR,C000636,Crédito Vehicular,Deuda,6526.15,False,False,False,,2032-01-15,Activo,2025-06-16,2025-06-16,1
C000636__TARJETA_CREDITO,C000636,Tarjeta de Crédito,Deuda,1675.37,False,False,False,3200.00,2028-05-07,Activo,2025-03-10,2026-08-16,8
C000637__CREDITO_HIPOTECARIO,C000637,Crédito Hipotecario,Deuda,74002.17,False,False,False,,2029-01-20,Activo,2025-09-12,2026-06-28,2
C000637__CREDITO_CONSUMO,C000637,Crédito de Consumo,Deuda,16014.78,False,False,False,,2028-05-29,Activo,2025-04-25,2026-07-05,2
C000637__TARJETA_CREDITO,C000637,Tarjeta de Crédito,Deuda,2584.71,False,False,False,5400.00,2028-06-04,Activo,2025-02-28,2026-06-28,11
C000638__CREDITO_HIPOTECARIO,C000638,Crédito Hipotecario,Deuda,60531.53,False,False,False,,2031-05-07,Activo,2025-09-05,2025-09-05,1
C000638__TARJETA_CREDITO,C000638,Tarjeta de Crédito,Deuda,502.09,False,False,False,3800.00,2027-09-27,Activo,2025-01-11,2026-05-25,4
C000639__CREDITO_VEHICULAR,C000639,Crédito Vehicular,Deuda,5847.11,False,False,False,,2028-11-06,Activo,2025-11-10,2026-03-22,2
C000639__TARJETA_CREDITO,C000639,Tarjeta de Crédito,Deuda,276.72,False,False,False,500.00,2028-04-22,Activo,2025-01-23,2026-08-24,7
C000640__CREDITO_HIPOTECARIO,C000640,Crédito Hipotecario,Deuda,103380.64,False,False,False,,2029-05-07,Activo,2026-03-19,2026-03-19,1
C000640__CREDITO_VEHICULAR,C000640,Crédito Vehicular,Deuda,15641.23,False,False,False,,2028-09-19,Activo,2025-01-04,2025-10-16,2
C000640__CTA_AHORROS,C000640,Cuenta de Ahorros,Depósito,708.41,False,False,False,,,Activo,2025-05-01,2025-11-04,3
C000640__TARJETA_CREDITO,C000640,Tarjeta de Crédito,Deuda,816.72,False,False,False,1600.00,2028-02-04,Activo,2025-03-02,2026-08-28,5
C000641__CREDITO_CONSUMO,C000641,Crédito de Consumo,Deuda,2631.89,False,False,False,,2030-05-22,Activo,2025-09-07,2025-09-07,1
C000641__CTA_CORRIENTE,C000641,Cuenta Corriente,Depósito,2081.08,False,False,False,,,Activo,2025-03-18,2026-08-13,4
C000641__TARJETA_CREDITO,C000641,Tarjeta de Crédito,Deuda,346.64,False,False,False,1100.00,2028-07-22,Activo,2025-01-19,2026-05-25,9
C000642__CREDITO_VEHICULAR,C000642,Crédito Vehicular,Deuda,18320.10,False,False,False,,2029-11-20,Activo,2025-09-12,2025-09-12,1
C000643__CTA_AHORROS,C000643,Cuenta de Ahorros,Depósito,2623.16,False,False,False,,,Activo,2025-03-06,2026-01-14,2
C000643__TARJETA_CREDITO,C000643,Tarjeta de Crédito,Deuda,370.77,False,False,False,800.00,2028-05-26,Activo,2025-01-06,2026-08-31,9
C000644__CTA_AHORROS,C000644,Cuenta de Ahorros,Depósito,10272.01,False,False,False,,,Activo,2025-04-26,2025-12-02,3
C000645__CREDITO_CONSUMO,C000645,Crédito de Consumo,Deuda,4119.90,False,False,False,,2029-10-27,Activo,2026-03-04,2026-05-12,2
C000645__TARJETA_CREDITO,C000645,Tarjeta de Crédito,Deuda,576.14,False,False,False,800.00,2029-07-10,Activo,2025-07-03,2026-07-30,9
C000646__CREDITO_HIPOTECARIO,C000646,Crédito Hipotecario,Deuda,62918.89,False,False,False,,2027-12-29,Activo,2025-01-06,2026-07-04,3
C000646__CTA_AHORROS,C000646,Cuenta de Ahorros,Depósito,3696.28,False,False,False,,,Activo,2025-05-27,2026-03-31,4
C000646__TARJETA_CREDITO,C000646,Tarjeta de Crédito,Deuda,200.59,False,False,False,1800.00,2028-05-11,Activo,2025-01-06,2026-04-16,6
C000647__CREDITO_CONSUMO,C000647,Crédito de Consumo,Deuda,5679.50,False,False,False,,2030-02-08,Activo,2025-01-11,2026-08-30,3
C000647__CTA_AHORROS,C000647,Cuenta de Ahorros,Depósito,8163.61,False,False,False,,,Activo,2025-04-05,2025-06-13,2
C000647__TARJETA_CREDITO,C000647,Tarjeta de Crédito,Deuda,1771.64,False,False,False,2800.00,2027-08-06,Activo,2025-03-04,2026-08-29,11
C000648__CREDITO_VEHICULAR,C000648,Crédito Vehicular,Deuda,18192.11,False,False,False,,2026-10-22,Activo,2025-02-22,2025-10-17,2
C000648__TARJETA_CREDITO,C000648,Tarjeta de Crédito,Deuda,487.76,False,False,False,4200.00,2027-10-15,Activo,2025-01-21,2026-08-01,10
C000649__CREDITO_HIPOTECARIO,C000649,Crédito Hipotecario,Deuda,125461.08,False,False,False,,2031-07-09,Activo,2025-07-12,2026-01-13,2
C000649__TARJETA_CREDITO,C000649,Tarjeta de Crédito,Deuda,426.18,False,False,False,1100.00,2026-12-22,Activo,2025-01-14,2026-06-05,9
C000650__CREDITO_HIPOTECARIO,C000650,Crédito Hipotecario,Deuda,49689.63,False,False,False,,2029-09-21,Activo,2025-07-27,2025-08-20,2
C000650__CTA_CORRIENTE,C000650,Cuenta Corriente,Depósito,6150.56,False,False,False,,,Activo,2025-05-29,2026-04-30,2
C000651__CTA_AHORROS,C000651,Cuenta de Ahorros,Depósito,4082.56,False,False,False,,,Activo,2025-07-28,2025-07-28,1
C000651__TARJETA_CREDITO,C000651,Tarjeta de Crédito,Deuda,1454.79,False,False,False,2300.00,2028-05-16,Activo,2025-01-05,2026-08-16,13
C000652__CREDITO_CONSUMO,C000652,Crédito de Consumo,Deuda,16183.47,False,False,False,,2028-08-26,Activo,2026-04-21,2026-04-23,2
C000652__CTA_CORRIENTE,C000652,Cuenta Corriente,Depósito,7699.84,False,False,False,,,Activo,2025-02-14,2026-07-23,4
C000652__CTA_AHORROS,C000652,Cuenta de Ahorros,Depósito,8180.99,False,False,False,,,Activo,2025-05-22,2026-07-31,4
C000652__TARJETA_CREDITO,C000652,Tarjeta de Crédito,Deuda,2128.98,False,False,False,9000.00,2030-05-09,Activo,2025-06-13,2026-04-06,5
C000653__CREDITO_HIPOTECARIO,C000653,Crédito Hipotecario,Deuda,25975.84,False,False,False,,2029-08-24,Activo,2026-06-28,2026-07-19,2
C000653__TARJETA_CREDITO,C000653,Tarjeta de Crédito,Deuda,1487.56,False,False,False,6800.00,2028-03-25,Activo,2025-04-11,2026-05-24,12
C000654__CREDITO_CONSUMO,C000654,Crédito de Consumo,Deuda,4736.06,False,False,False,,2028-01-14,Activo,2026-02-21,2026-03-29,2
C000654__TARJETA_CREDITO,C000654,Tarjeta de Crédito,Deuda,151.07,False,False,False,1900.00,2029-07-28,Activo,2025-01-25,2026-07-22,14
C000655__CTA_AHORROS,C000655,Cuenta de Ahorros,Depósito,936.49,False,False,False,,,Activo,2025-11-13,2026-08-31,3
C000655__TARJETA_CREDITO,C000655,Tarjeta de Crédito,Deuda,354.20,False,False,False,1700.00,2027-01-05,Activo,2025-06-10,2026-07-18,5
C000656__CTA_AHORROS,C000656,Cuenta de Ahorros,Depósito,784.96,False,False,False,,,Activo,2025-05-29,2025-10-29,3
C000656__TARJETA_CREDITO,C000656,Tarjeta de Crédito,Deuda,216.51,False,False,False,1900.00,2026-10-31,Activo,2025-06-10,2026-08-13,10
C000657__CREDITO_CONSUMO,C000657,Crédito de Consumo,Deuda,4329.12,False,False,False,,2026-12-24,Activo,2025-05-07,2026-04-29,3
C000657__CTA_AHORROS,C000657,Cuenta de Ahorros,Depósito,5217.12,False,False,False,,,Activo,2025-10-08,2026-06-07,4
C000657__TARJETA_CREDITO,C000657,Tarjeta de Crédito,Deuda,1932.18,False,False,False,3600.00,2029-01-02,Activo,2025-02-27,2026-03-01,11
C000658__CTA_AHORROS,C000658,Cuenta de Ahorros,Depósito,2656.05,False,False,False,,,Activo,2026-04-12,2026-04-21,2
C000658__TARJETA_CREDITO,C000658,Tarjeta de Crédito,Deuda,0.00,False,False,False,1100.00,2026-11-12,Activo,2025-01-26,2026-08-24,11
C000659__CREDITO_CONSUMO,C000659,Crédito de Consumo,Deuda,2060.89,False,False,False,,2031-06-29,Activo,2025-02-21,2026-01-24,3
C000660__CREDITO_VEHICULAR,C000660,Crédito Vehicular,Deuda,14233.00,False,False,False,,2026-10-21,Activo,2025-05-04,2025-11-30,2
C000660__CREDITO_CONSUMO,C000660,Crédito de Consumo,Deuda,15298.11,False,False,False,,2031-06-24,Activo,2025-04-08,2025-04-08,1
C000660__TARJETA_CREDITO,C000660,Tarjeta de Crédito,Deuda,609.43,False,False,False,2100.00,2027-12-01,Activo,2025-03-20,2026-08-13,11
C000661__CREDITO_CONSUMO,C000661,Crédito de Consumo,Deuda,3940.86,False,False,False,,2030-12-07,Activo,2025-03-21,2026-03-16,2
C000661__CTA_CORRIENTE,C000661,Cuenta Corriente,Depósito,1169.56,False,False,False,,,Activo,2025-05-01,2026-05-12,2
C000661__CTA_AHORROS,C000661,Cuenta de Ahorros,Depósito,-100.00,False,True,False,,,Activo,2025-01-22,2026-06-17,4
C000661__TARJETA_CREDITO,C000661,Tarjeta de Crédito,Deuda,692.19,False,False,False,2400.00,2026-10-05,Activo,2025-03-25,2026-05-04,5
C000662__CREDITO_CONSUMO,C000662,Crédito de Consumo,Deuda,15623.10,False,False,False,,2028-08-06,Activo,2025-01-01,2026-06-25,3
C000662__CTA_CORRIENTE,C000662,Cuenta Corriente,Depósito,-100.00,False,True,False,,,Activo,2025-03-05,2026-01-22,2
C000662__CTA_AHORROS,C000662,Cuenta de Ahorros,Depósito,14427.21,False,False,True,,,Activo,2026-03-19,2026-03-19,1
C000662__TARJETA_CREDITO,C000662,Tarjeta de Crédito,Deuda,1209.21,False,False,False,7500.00,2027-01-05,Activo,2025-05-02,2026-06-08,7
C000663__CREDITO_CONSUMO,C000663,Crédito de Consumo,Deuda,3323.28,False,False,False,,2029-08-20,Activo,2025-12-07,2025-12-30,2
C000663__CTA_CORRIENTE,C000663,Cuenta Corriente,Depósito,8275.87,False,False,False,,,Activo,2025-02-06,2025-08-28,2
C000663__TARJETA_CREDITO,C000663,Tarjeta de Crédito,Deuda,2922.58,False,False,False,6000.00,2027-10-19,Activo,2025-01-19,2026-08-05,7
C000664__CTA_CORRIENTE,C000664,Cuenta Corriente,Depósito,7029.27,False,False,False,,,Activo,2025-01-27,2025-01-27,1
C000664__TARJETA_CREDITO,C000664,Tarjeta de Crédito,Deuda,1865.93,False,False,False,3500.00,2028-06-02,Activo,2025-04-11,2026-07-28,8
C000665__CREDITO_VEHICULAR,C000665,Crédito Vehicular,Deuda,12847.13,False,False,False,,2030-05-13,Activo,2025-01-07,2026-05-11,3
C000665__CREDITO_CONSUMO,C000665,Crédito de Consumo,Deuda,2799.85,False,False,False,,2028-05-15,Activo,2025-07-29,2025-07-29,1
C000665__CTA_CORRIENTE,C000665,Cuenta Corriente,Depósito,492.55,False,False,False,,,Activo,2025-03-08,2026-06-17,3
C000665__TARJETA_CREDITO,C000665,Tarjeta de Crédito,Deuda,279.51,False,False,False,1200.00,2027-07-24,Activo,2025-01-11,2026-04-30,14
C000666__CREDITO_CONSUMO,C000666,Crédito de Consumo,Deuda,11600.08,False,False,False,,2030-05-27,Activo,2025-11-09,2026-06-20,2
C000667__CREDITO_VEHICULAR,C000667,Crédito Vehicular,Deuda,21221.26,False,False,False,,2028-11-14,Activo,2025-06-11,2026-04-08,3
C000667__CREDITO_CONSUMO,C000667,Crédito de Consumo,Deuda,3295.75,False,False,False,,2031-12-10,Activo,2025-08-11,2026-06-21,3
