cliente_id	nombre_cliente	segmento_cliente	ciudad	edad	ingreso_estimado	producto	saldo_producto	cupo_credito	fecha_vencimiento	fecha_movimiento	categoria_consumo	monto_consumo	canal	estado_producto
C001451	Cliente 1451	Mass	Guayaquil	61	888.64	Cuenta Corriente	2572.35			2025-04-12	N/A	0	Web	Activo
C000911	Cliente 0911	Mass	Guayaquil	25	661.48	Tarjeta de Crédito	505.17	1300	2028-11-29	2025-06-04	Education	124.73	POS	Activo
C000378	Cliente 0378	Joven	Cuenca	37	553.56	Tarjeta de Crédito	0	1300	2030-01-09	2025-07-30	Others	23.22	POS	Activo
C000392	Cliente 0392	PyME	Cuenca	25	1756.96	Cuenta de Ahorros	2436.93			20/06/2025	N/A	0	Branch	Activo
C001893	Cliente 1893	Mass	Loja	41	1117.13	Cuenta Corriente	2616.42			2026-06-19	N/A	0	ATM	Activo
C000019	Cliente 0019	Mass	Guayaquil	41	1682.29	Tarjeta de Crédito	559.2	2200	2029-05-30	2025-02-01	Travel	89.95	POS	Activo
C001867	Cliente 1867	Joven	Guayaquil	40	587.81	Tarjeta de Crédito	248.32	700	2027-06-23	2025-11-08	Entertainment	49.25	App	Activo
C000952	Cliente 0952	Mass	Guayaquil	32	1190.55	Tarjeta de Crédito	1033.8	2600	2029-09-27	2025-02-25	Education	24.79	Web	Activo
C000665	Cliente 0665	Joven	Quito	42	533.87	Cuenta Corriente	492.55			2025-03-08	N/A	0	Branch	Activo
C000274	Cliente 0274	PyME	Quito	36	3106.39	Crédito Hipotecario	81235.63		2029-04-06	2026-04-17	N/A	0	ATM	Activo
C000767	Cliente 0767	Mass	Guayaquil	55	967.8	Crédito de Consumo	1693.2		2027-02-18	2025-05-25	N/A	0	ATM	Activo
C001320	Cliente 1320	PyME	Cuenca	38	7250.0	Tarjeta de Crédito	4132.67	14300	2029-11-13	2026-06-19	Entertainment	326.69	Branch	Activo
C000433	Cliente 0433	Joven	Guayaquil	22	927.25	Tarjeta de Crédito	727.42	1400	2029-04-17	2025-12-17	Fuel	63.41	POS	Activo
C001023	Cliente 1023	Premium	Loja	39	4623.4	Cuenta Corriente	4586.89			2025-03-27	N/A	0	Branch	Activo
C000616	Cliente 0616	Joven	Quito	41	893.25	Tarjeta de Crédito	232.81	1200	2029-09-11	2026-07-22	Supermarket	16.9	POS	Activo
C001952	Cliente 1952	Affluent	Guayaquil	44	2545.81	Crédito de Consumo	13430.69		2029-10-29	2025-05-28	N/A	0	Web	Activo
C001000	Cliente 1000	Mass	Quito	46	487.69	Tarjeta de Crédito	635.44	1200	2028-03-25	2025-01-27	Technology	43.15	POS	Activo
C001095	Cliente 1095	Affluent	Manta	52	1273.91	Tarjeta de Crédito	1864.28	3700	2028-07-21	2026-06-25	Food	122.79	POS	Activo
C000751	Cliente 0751	Mass	Quito	28	666.32	Tarjeta de Crédito	249.95	1100	2027-07-18	2026-01-24	Others	26.85	App	Activo
C000120	Cliente 0120	Affluent	Quito	18	2728.3	Tarjeta de Crédito	319.88	2800	2029-01-14	2026-08-14	Supermarket	109.92	POS	Activo
C001902	Cliente 1902	Affluent	Guayaquil	34	1895.62	Tarjeta de Crédito	686.31	1900	2027-07-06	2025-04-10	Health	125.39	Branch	Activo
C000358	Cliente 0358	Premium	Guayaquil	42	2072.26	Crédito Hipotecario	61327.7		2030-05-13	2026-07-15	N/A	0	Branch	Activo
C001467	Cliente 1467	Affluent	Cuenca	21	2071.99	Tarjeta de Crédito	754.56	3400	2030-06-22	2026-07-04	Health	181.53	Web	Activo
C000184	Cliente 0184	Affluent	Cuenca	27	2082.5	Tarjeta de Crédito	264.36	2900	2029-08-14	2025-12-01	Food	166.6	Web	Activo
C001396	Cliente 1396	Mass	Quito	31	818.22	Crédito Vehicular	17612.69		2027-11-09	2025-03-14	N/A	0	Branch	Activo
C000958	Cliente 0958	Mass	Quito	42	1104.1	Tarjeta de Crédito	88.87	2600	2028-12-06	2025-07-14	Travel	311.8	Web	Activo
C000998	Cliente 0998	Premium	Ambato	47	5225.78	Crédito Hipotecario	69543.02		2031-01-27	2026-07-17	N/A	0	ATM	Activo
C000559	Cliente 0559	Mass		43	852.91	Tarjeta de Crédito	669.78	1900	2027-10-31	2026-02-13	Food	29.24	POS	Activo
C000833	Cliente 0833	PyME	Quito	28	2227.42	Tarjeta de Crédito	2600.62	4400	2027-02-08	2025-11-17	Food	204.63	POS	Activo
C000351	Cliente 0351	Mass	Loja	60	629.39	Tarjeta de Crédito	72.79	700	2026-12-28	2026-06-11	Entertainment	84.57	POS	Activo
C001872	Cliente 1872	Mass	Ambato	44	992.05	Tarjeta de Crédito	163.26	1000	2028-12-15	2026-05-06	Streaming	98.74	App	Activo
C001451	Cliente 1451	Mass	Guayaquil	61	888.64	Cuenta Corriente	2572.35			2026-02-09	N/A	0	App	Activo
C001870	Cliente 1870	Affluent	Loja	20	2595.35	Tarjeta de Crédito	1374.23	6000	2027-08-23	2025-05-10	Others	186.42	App	Activo
C000172	Cliente 0172	Mass	Quito	35	827.51	Tarjeta de Crédito	760.84	2200	2029-11-27	2025-05-11	Education	30.23	Web	Activo
C000532	Cliente 0532	Joven	Guayaquil	20	730.45	Crédito de Consumo	1952.89		2031-05-26	2025-03-14	N/A	0	App	Activo
C001806	Cliente 1806	Mass	Guayaquil	45	655.98	Crédito de Consumo	4240.4		2029-05-17	2026-06-01	N/A	0	Web	Activo
C001665	Cliente 1665	Mass	Ambato	30	790.1	Cuenta de Ahorros	816.83			2025-07-28	N/A	0	App	Activo
C000040	Cliente 0040	Mass	Guayaquil	56	656.11	Cuenta Corriente	1972.09			2025-04-20	N/A	0	App	Activo
C000637	Cliente 0637	Affluent	Guayaquil	47	2940.24	Tarjeta de Crédito	2584.71	5400	2028-06-04	2026-03-22	Fuel	108.6	POS	Activo
C001251	Cliente 1251	Mass	Guayaquil	29	1349.65	Tarjeta de Crédito	1143.61	2300	2029-10-15	2026-08-25	Technology	57.04	Web	Activo
C000481	Cliente 0481	PyME	Quito	36	2467.61	Tarjeta de Crédito		6900	2026-12-01	2026-02-14	Entertainment	46.17	Web	Activo
C000523	Cliente 0523	Mass	Quito	45	839.22	Tarjeta de Crédito	290.94	1700	2028-01-13	2025-05-01	Travel	464.64	Web	Activo
C000493	Cliente 0493	Affluent	Cuenca	26	835.28	Crédito Vehicular	19363.59		2027-11-23	2025-12-31	N/A	0	Web	Activo
C000817	Cliente 0817	Premium	Quito	46	6827.21	Cuenta de Ahorros	21762.01			2026-02-25	N/A	0	Branch	Activo
C000152	Cliente 0152	Affluent	Manta	35	1951.46	Tarjeta de Crédito	1244.12	2700	2029-04-04	2025-09-12	FOOD 	188.54	App	Activo
C000152	Cliente 0152	Affluent	Manta	35	1951.46	Tarjeta de Crédito	1244.12	2700	2029-04-04	2025-09-29	Health	133.56	App	Activo
C001495	Cliente 1495	Mass	Guayaquil	37	794.34	Cuenta de Ahorros	1414.55			2025-07-02	N/A	0	Web	Activo
C001822	Cliente 1822	Mass	Cuenca	19	927.32	Crédito Vehicular	20204.79		2027-11-01	2026-06-05	N/A	0	Web	Activo
C000225	Cliente 0225	PyME	Quito	46	2189.29	Cuenta Corriente	2711.22			2025-10-26	N/A	0	ATM	Activo
C000648	Cliente 0648	Mass	Ambato	39	1465.69	Tarjeta de Crédito	487.76	4200	2027-10-15	2026-07-03	Fuel	95.23	App	Activo
C000249	Cliente 0249	Premium	Manta	33	6269.8	Tarjeta de Crédito	5676.85	18700	2028-06-17	2025-10-23	Supermarket	558.17	POS	Activo
C001449	Cliente 1449	Joven	Guayaquil	51	725.29	Tarjeta de Crédito	376.88	1900	2026-12-31	2026-03-02	Food	25.77	POS	Activo
C001960	Cliente 1960	Affluent		29	2811.97	Tarjeta de Crédito	2110.86	3200	2028-05-24	2025-08-16	Entertainment	185.97	POS	Activo
C000619	Cliente 0619	Premium	Guayaquil	38	6522.81	Tarjeta de Crédito	10120.26	15600	2029-03-02	2025-07-08	Supermarket	140.74	App	Activo
C000643	Cliente 0643	Joven	Guayaquil	29	713.25	Tarjeta de Crédito	370.77	800	2028-05-26	2025-06-13	Fuel	49.57	Branch	Activo
C002156	Cliente 2156	Mass	Guayaquil	60	1156.19	Crédito Vehicular	24548.07		2028-03-01	2026-07-10	N/A	0	Branch	Activo
C001723	Cliente 1723	Mass	Guayaquil	42	1085.37	Tarjeta de Crédito	293.81	2700	2027-04-19	2025-11-18	Entertainment	29.82	Web	Activo
C000937	Cliente 0937	Joven	Quito	32	640.37	Cuenta de Ahorros	54.5			2025-09-06	N/A	0	App	Activo
C001588	Cliente 1588	Mass	Guayaquil	78	898.34	Tarjeta de Crédito	486.48	1300	2027-03-25	2026-05-29	Entertainment	88.7	POS	Activo
C001808	Cliente 1808	Premium	Quito	18	3833.19	Cuenta de Ahorros	19154.02			2025-06-09	N/A	0	Branch	Activo
C001032	Cliente 1032	Mass	Guayaquil	26	557.1	Tarjeta de Crédito	349.06	900	2030-04-12	2025-02-14	Travel	22.12	POS	Activo
C000434	Cliente 0434	Mass	Quito	33	1499.55	Tarjeta de Crédito	471.74	1900	2030-02-17	2025-02-08	Entertainment	104.2	POS	Activo
C000751	Cliente 0751	Mass	Quito	28	666.32	Tarjeta de Crédito	249.95	1100	2027-07-18	2025-04-17	Fuel	11.17	POS	Activo
C001624	Cliente 1624	Mass	Guayaquil	37	913.64	Crédito Vehicular	16188.92		2032-03-03	2026-01-11	N/A	0	ATM	Activo
C000837	Cliente 0837	Joven	Quito	42	847.78	Cuenta de Ahorros	1394.29			2026-05-30	N/A	0	Web	Activo
C001220	Cliente 1220	Joven	Manta	38	404.05	Tarjeta de Crédito	0	900	2030-04-01	2025-05-25	Entertainment	5.6	POS	Activo
C002200	Cliente 2200	Premium	Ambato	32	4968.54	Crédito Hipotecario	68325.9		2031-04-26	2026-08-22	N/A	0	Branch	Activo
C001749	Cliente 1749	Affluent	Quito	46	2540.07	Tarjeta de Crédito	2248.56	6200	2026-11-30	2025-04-29	Technology	196.11	POS	Activo
C000580	Cliente 0580	Joven	Guayaquil	56	575.5	Tarjeta de Crédito	226.36	1000	2029-04-04	2025-06-20	Others	120.17	Web	Activo
C000933	Cliente 0933	Mass	Quito	48	1310.69	Tarjeta de Crédito	676.08	2400	2027-12-23	2025-04-27	Streaming	63.32	App	Activo
C001544	Cliente 1544	Joven	Loja	48	853.15	Crédito Hipotecario	68283.76		2029-09-22	2025-10-08	N/A	0	Branch	Activo
C000594	Cliente 0594	Mass	Guayaquil	49	973.26	Cuenta de Ahorros	-100			2025-10-16	N/A	0	Web	Activo
C000615	Cliente 0615	Mass	Loja	31	580.94	Tarjeta de Crédito	621.34	1300	2030-10-09	2026-07-25	Technology	42.15	App	Activo
C001746	Cliente 1746	PyME	Manta	49	1281.44	Tarjeta de Crédito	1100.54	2500	2027-09-05	2026-02-28	Fuel	174.69	POS	Activo
C001976	Cliente 1976	Mass	Quito	28	858.11	Tarjeta de Crédito	0	1400	2027-11-10	2025-12-01	Fuel	43.4	Web	Activo
C001486	Cliente 1486	Joven	Quito	34	600.41	Crédito Hipotecario	78939.01		2028-07-25	2025-03-16	N/A	0	App	Activo
C000417	Cliente 0417	Mass	Manta	35	1009.22	Tarjeta de Crédito	362.42	2600	2027-05-19	2026-07-24	Technology	13.34	App	Activo
C000028	Cliente 0028	Mass	Loja	18	781.82	Crédito Vehicular	11850.61		2027-10-18	2026-08-18	N/A	0	App	Activo
C000936	Cliente 0936	Mass	Manta	36	977.9	Crédito Vehicular	18298.34		2027-11-24	2025-12-14	N/A	0	Branch	Activo
C001884	Cliente 1884	PyME	Guayaquil	20	3923.69	Tarjeta de Crédito	2083.53	4100	2030-08-01	2025-10-31	Supermarket	281.01	POS	Activo
C001676	Cliente 1676	Mass	Guayaquil	43	566.8	Tarjeta de Crédito	237.94	600	2027-10-07	2025-12-26	Technology	28.31	POS	Activo
C001906	Cliente 1906	Affluent	Manta	22	1077.1	Tarjeta de Crédito	283.28	3000	2027-12-21	2026-05-14	Health	64.67	POS	Activo
C002079	Cliente 2079	Affluent	Quito	37	1452.04	Crédito Hipotecario	102905.7		2028-01-17	2025-12-18	N/A	0	ATM	Activo
C000760	Cliente 0760	Premium	Guayaquil	46	4056.48	Tarjeta de Crédito	2407.3	8900	2026-11-22	2026-04-21	Food	766.93	App	Activo
C001797	Cliente 1797	Mass	Ambato	34	773.18	Tarjeta de Crédito	687.48	1100	2029-01-21	2025-09-12	Travel	49.85	Branch	Activo
C000743	Cliente 0743	Mass	Guayaquil	39	1318.04	Tarjeta de Crédito	436.3	1500	2029-07-24	2025-07-29	Entertainment	59.36	Web	Activo
C000265	Cliente 0265	PyME	Quito	41	1785.79	Cuenta Corriente	8020.07			2026-07-23	N/A	0	Branch	Activo
C002169	Cliente 2169	Mass	Guayaquil	57	878.34	Cuenta Corriente	2523.22			2026-03-22	N/A	0	Web	Activo
C000505	Cliente 0505	Premium	Quito	50	3095.13	Tarjeta de Crédito	1054.39	6300	2028-04-05	2026-07-20	Fuel	303.56	Web	Activo
C000648	Cliente 0648	Mass	Ambato	39	1465.69	Tarjeta de Crédito	487.76	4200	2027-10-15	2025-02-27	Others	103.02	Web	Activo
C001060	Cliente 1060	Affluent	Quito	45	1601.47	Tarjeta de Crédito	0	2900	2028-07-24	2025-02-22	Supermarket	42.87	POS	Activo
C000292	Cliente 0292	Mass	Cuenca	33	366.3	Tarjeta de Crédito	217.39	700	2027-07-21	2025-05-31	Food	59.17	Branch	Activo
C001195	Cliente 1195	Premium	Guayaquil	68	3235.69	Crédito de Consumo	13314.49		2026-12-20	2025-02-09	N/A	0	App	Activo
C001480	Cliente 1480	Premium	Quito	21	3364.48	Tarjeta de Crédito	1861.67	7500	2028-08-07	2025-01-29	Technology	41.92	POS	Activo
C000414	Cliente 0414	Joven	Manta	37	350	Tarjeta de Crédito	372.67	800	2026-11-21	2025-03-30	Supermarket	25.29	App	Activo
C001715	Cliente 1715	Mass	Quito	36	790.28	Tarjeta de Crédito	412.87	1000	2027-08-13	2025-09-01	Supermarket	102.35	ATM	Activo
C000482	Cliente 0482	Affluent	Quito	32	1254.56	Crédito de Consumo	18485.6		2028-12-21	2025-10-07	N/A	0	ATM	Activo
C001472	Cliente 1472	Affluent	Guayaquil	43	3510.21	Tarjeta de Crédito	5386.45	8900	2030-07-17	2025-12-26	Streaming	42.84	Web	Activo
C001744	Cliente 1744	Joven	Cuenca	26	892.33	Tarjeta de Crédito	598.89	1300	2028-01-26	2025-04-05	Supermarket	35.33	POS	Activo
C000956	Cliente 0956	Mass	Loja	34	1109.09	Tarjeta de Crédito	1357.56	2300	2029-03-15	2026-08-19	Health	35.63	App	Activo
C002181	Cliente 2181	Mass	Quito	38	722.97	Tarjeta de Crédito	0	2100	2029-04-29	2025-08-16	Supermarket	33.07	POS	Activo
C000993	Cliente 0993	Mass	Guayaquil	18	744.71	Tarjeta de Crédito	325.78	1300	2029-01-28	2026-02-07	Streaming	80.31	POS	Activo
C001943	Cliente 1943	PyME	Guayaquil	33	1920.72	Cuenta Corriente	4891.34			2025-04-03	N/A	0	Web	Activo
C000141	Cliente 0141	Affluent	Quito	51	2728.62	Tarjeta de Crédito	437.93	2800	2027-08-26	2025-10-23	Education	66.22	POS	Activo
C000570	Cliente 0570	Mass	Quito	36	1227.75	Tarjeta de Crédito	809.39	1500	2028-10-10	2025-12-31	Technology	99.0	Branch	Activo
C001930	Cliente 1930	Mass	Guayaquil	53	915.69	Tarjeta de Crédito	881.07	2100	2029-12-03	2025-09-30	Others	30.47	POS	Activo
C001197	Cliente 1197	Mass	Guayaquil	32	1067.47	Tarjeta de Crédito	0	1300	2030-02-16	2026-08-18	Food	34.49	POS	Activo
C000119	Cliente 0119	Mass	Guayaquil	42	1054.25	Tarjeta de Crédito	524.19	2000	2028-09-12	2026-01-05	Health	83.35	App	Activo
C001738	Cliente 1738	Joven	Guayaquil	35	718.84	Tarjeta de Crédito	650.21	1800	2028-05-25	2026-04-05	Fuel	39.37	POS	Activo
C000097	Cliente 0097	Mass	Guayaquil	46	952.91	Crédito Hipotecario	63088.07		2027-03-04	2025-04-01	N/A	0	ATM	Activo
C000800	Cliente 0800	Joven	Cuenca	31	350	Cuenta de Ahorros	1400.29			2026-02-21	N/A	0	Branch	Activo
C000414	Cliente 0414	Joven	Manta	37	350	Cuenta Corriente	476.14			2026-04-28	N/A	0	Branch	Activo
C001418	Cliente 1418	Affluent	Quito	33	2491.55	Tarjeta de Crédito	584.55	3800	2027-03-27	2025-02-28	Streaming	418.89	POS	Activo
C000851	Cliente 0851	Joven	Quito	24	1043.27	Tarjeta de Crédito	363.7	1100	2027-03-25	2025-07-29	Travel	38.77	POS	Activo
C000782	Cliente 0782	pyme	Guayaquil	32	716.11	Tarjeta de Crédito	725.56	1000	2027-12-01	2025-05-25	Others	28.35	POS	Activo
C001172	Cliente 1172	Affluent	Guayaquil	33	1529.34	Crédito Vehicular	25930.98		2029-08-22	2026-05-13	N/A	0	App	Activo
C001686	Cliente 1686	Mass	Quito	18	891.58	Crédito Hipotecario	44274.99		2028-02-11	2026-06-10	N/A	0	Web	Activo
C000683	Cliente 0683	Affluent	Quito	18	1454.15	Tarjeta de Crédito	1257.77	2700	2028-02-03	2025-10-11	Others	73.58	POS	Activo
C001372	Cliente 1372	Mass	Cuenca	37	1218.21	Tarjeta de Crédito	1093.37	2600	2027-04-28	2025-01-10	Health	29.49	App	Activo
C000780	Cliente 0780	Mass	Guayaquil	55	830.14	Tarjeta de Crédito	727.21	1900	2030-02-03	2025-09-21	Entertainment	87.18	App	Activo
C001205	Cliente 1205	PyME	Manta	25	3172.19	Cuenta de Ahorros	2621.13			2025-08-17	N/A	0	App	Activo
C001015	Cliente 1015	Joven	Quito	46	1025.11	Tarjeta de Crédito	1196.76	3000	2030-04-05	2025-07-06	Technology	177.81	POS	Activo
C001100	Cliente 1100	Mass	Quito	29	871.55	Cuenta de Ahorros	1260.14			2026-01-18	N/A	0	ATM	Activo
C001686	Cliente 1686	Mass	Quito	18	891.58	Tarjeta de Crédito	1108.14	2100	2029-11-15	2025-11-12	Entertainment	90.13	App	Activo
C000418	Cliente 0418	Affluent	Ambato	61	2544.37	Crédito de Consumo	13170.92		2031-06-11	2025-11-04	N/A	0	Branch	Activo
C000183	Cliente 0183	Mass	Guayaquil	54	852.35	Tarjeta de Crédito	671.28	2400	2029-09-12	2026-08-02	Supermarket	85.52	App	Activo
C000885	Cliente 0885	Affluent	Guayaquil	19	1533.26	Crédito Vehicular	23816.9		2031-11-13	2025-06-10	N/A	0	Branch	Activo
C000148	Cliente 0148	Mass	Loja	29	705.23	Cuenta de Ahorros	2999.44			2025-02-06	N/A	0	Branch	Activo
C001922	Cliente 1922	Mass	Guayaquil	51	698.89	Crédito Vehicular	18547.04		2031-12-28	2026-01-02	N/A	0	App	Activo
C000223	Cliente 0223	Mass	Quito	44	804.31	Tarjeta de Crédito	152.49	1900	2026-11-12	2025-04-14	Streaming	46.63	POS	Activo
C001312	Cliente 1312	Mass	Quito	36	848.55	Tarjeta de Crédito	1583.16	2400	2028-07-08	2025-05-27	Others	34.22	Web	Activo
C001156	Cliente 1156	Affluent	Cuenca	22	2024.98	Tarjeta de Crédito	1105.06	4200	2029-09-19	2025-02-18	Streaming	46.11	POS	Activo
C002162	Cliente 2162	Premium	Guayaquil	55	3623.87	Cuenta de Ahorros	3974.47			2025-11-20	N/A	0	App	Activo
C000253	Cliente 0253	PyME	Guayaquil	18	785.98	Tarjeta de Crédito	155.32	1400	2026-11-10	2026-06-25	Others	70.55	Web	Activo
C000193	Cliente 0193	Affluent	Cuenca	38	2968.92	Crédito Hipotecario	101825.12		2028-03-10	2025-10-27	N/A	0	Branch	Activo
C000849	Cliente 0849	Mass	Quito	29	587.26	Cuenta Corriente	3457.63			2025-03-18	N/A	0	Web	Activo
C000238	Cliente 0238	Premium	Quito	26	6381.3	Tarjeta de Crédito	5627.97	8400	2028-01-19	2026-07-02	Technology	66.9	Web	Activo
C001345	Cliente 1345	Premium	Guayaquil	48	4897.34	Tarjeta de Crédito	1857.47	8700	2028-12-11	2025-06-27	Entertainment	414.55	POS	Activo
C000013	Cliente 0013	Mass	Quito	47	720.55	Cuenta Corriente	1660.39			2026-04-27	N/A	0	Web	Activo
C000223	Cliente 0223	Mass	Quito	44	804.31	Crédito de Consumo	5489.67		2027-10-21	2026-01-24	N/A	0	Branch	Activo
C001103	Cliente 1103	Mass	Guayaquil	58	504.33	Cuenta de Ahorros	1958.02			2025-05-30	N/A	0	Web	Activo
C000898	Cliente 0898	Mass	Guayaquil	28	1010.08	Tarjeta de Crédito	1137.21	2800	2029-07-13	2025-09-23	Technology	112.62	App	Activo
C001243	Cliente 1243	Mass	Guayaquil	50	1954.89	Tarjeta de Crédito	280.14	2000	2030-08-18	2025-07-21	Travel	118.74	POS	Activo
C000168	Cliente 0168	Premium	Cuenca	54	2986.96	Tarjeta de Crédito	2913.08	7100	2028-09-17	2026-06-02	Food	213.98	POS	Activo
C000673	Cliente 0673	Premium	Quito	30	5597.19	Tarjeta de Crédito	4374.17	16400	2028-12-17	2025-06-03	Food	354.61	POS	Activo
C001696	Cliente 1696	Joven	Quito	32	592.94	Tarjeta de Crédito	717.88	1500	2028-03-06	2025-10-26	Technology	8.77	Web	Activo
C001262	Cliente 1262	Affluent	Guayaquil	42	1949.59	Tarjeta de Crédito	468.89	2300	2029-06-01	2025-01-09	Streaming	233.23	App	Activo
C002007	Cliente 2007	Mass	Guayaquil	56	1308.15	Cuenta Corriente	2205.38			2025-01-14	N/A	0	App	Activo
C001763	Cliente 1763	PyME	Guayaquil	18	3464.76	Crédito Hipotecario	36365.55		2032-09-04	2025-02-10	N/A	0	Web	Activo
C000893	Cliente 0893	Mass	Quito	52	1021.95	Crédito Vehicular	12771.4		2032-03-27	2025-01-30	N/A	0	ATM	Activo
C000699	Cliente 0699	Mass	Quito	18	620.29	Crédito Hipotecario	63440.27		2028-03-19	2025-09-16	N/A	0	Branch	Activo
C000703	Cliente 0703	Premium	Manta	41	3746.18	Tarjeta de Crédito	2281.35	9800	2026-10-17	2025-12-28	Supermarket	90.12	App	Activo
C000752	Cliente 0752	Joven	Cuenca	47	456.6	Tarjeta de Crédito	200.3	700	2028-06-20	2025-05-25	Technology	10.21	POS	Activo
C000920	Cliente 0920	Joven	Guayaquil	35	716.42	Cuenta Corriente	2742.04			2026-04-30	N/A	0	Branch	Activo
C000135	Cliente 0135	Premium	Quito	18	4219.85	Tarjeta de Crédito	7602.46	10400	2029-04-10	2026-01-13	Streaming	136.58	Web	Activo
C001590	Cliente 1590	Premium	Manta	48	4918.18	Cuenta Corriente	7439.99			2026-02-01	N/A	0	Branch	Activo
C001737	Cliente 1737	Premium	Guayaquil	18	6709.71	Crédito de Consumo	5203.46		2032-04-13	2025-01-07	N/A	0	Web	Activo
C001406	Cliente 1406	PyME	Guayaquil	30	5284.03	Crédito Vehicular	16632.55		2031-05-08	2025-08-27	N/A	0	App	Activo
C000432	Cliente 0432	Mass	Guayaquil	39	1061.42	Tarjeta de Crédito	351.16	1200	2027-06-24	2026-06-29	Supermarket	110.96	POS	Activo
C001605	Cliente 1605	PyME	Quito	18	4199.66	Tarjeta de Crédito	1381.8	7000	2028-03-04	2026-01-15	Technology	273.73	POS	Activo
C001524	Cliente 1524	Joven	Cuenca	60	496.4	Tarjeta de Crédito	244.53	1100	2028-06-21	2025-06-12	Supermarket	14.99	POS	Activo
C000476	Cliente 0476	Mass	Quito	36	989.44	Crédito de Consumo	5910.37		2027-02-25	2025-08-11	N/A	0	App	Activo
C000331	Cliente 0331	Mass	Guayaquil	34	968.27	Tarjeta de Crédito	437.77	1000	2030-09-05	2025-07-27	Food	64.65	POS	Activo
C001726	Cliente 1726	Mass	Ambato	37	828.19	Cuenta de Ahorros	3059.58			2025-05-29	N/A	0	Web	Activo
C001615	Cliente 1615	Mass	Quito	36	1113.8	Tarjeta de Crédito	416.32	3300	2029-06-24	2025-03-12	Supermarket	18.23	POS	Activo
C001805	Cliente 1805	Affluent	Guayaquil	53	1731.55	Tarjeta de Crédito	1385.03	3500	2030-02-01	2025-09-11	Food	216.23	Branch	Activo
C001936	Cliente 1936	Premium	Quito	22	3801.2	Tarjeta de Crédito	1994.57	7200	2030-09-18	2026-06-30	Education	314.37	POS	Activo
C001973	Cliente 1973	Premium	Quito	45	3880.35	Tarjeta de Crédito	319.48	8700	2028-11-19	2025-04-02	Streaming	112.89	ATM	Activo
C001820	Cliente 1820	PyME	Quito	37	1935.72	Crédito Hipotecario	114020.73		2029-07-18	2025-10-11	N/A	0	ATM	Activo
C000165	Cliente 0165	Affluent	Quito	45	1891.0	Crédito Hipotecario	81077.51		2029-11-04	2025-04-22	N/A	0	Branch	Activo
C000287	Cliente 0287	Premium	Guayaquil	25	3735.51	Tarjeta de Crédito		4400	2027-07-02	2026-02-20	Fuel	202.82	App	Activo
C001289	Cliente 1289	Premium	Quito	51	4273.72	Tarjeta de Crédito	3384.08	6200	2027-08-19	2025-06-05	Streaming	68.75	POS	Activo
C002028	Cliente 2028	PyME	Manta	33	2927.9	Crédito Hipotecario	87498.06		2030-04-25	2025-09-16	N/A	0	Branch	Activo
C001040	Cliente 1040	Joven	Ambato	63	731.18	Tarjeta de Crédito	571.87	1900	2029-06-26	2025-12-08	Technology	5.71	POS	Activo
C001540	Cliente 1540	Affluent	Guayaquil	40	2862.31	Crédito Hipotecario	112855.16		2030-12-07	2025-08-03	N/A	0	App	Activo
C001763	Cliente 1763	PyME	Guayaquil	18	3464.76	Tarjeta de Crédito	2616.17	8600	2030-02-18	2025-05-22	Technology	249.19	App	Activo
C000046	Cliente 0046	Mass	Cuenca	40	1222.9	Cuenta de Ahorros	231.01			2025-02-03	N/A	0	Web	Activo
C001728	Cliente 1728	Mass	Manta	58	794.96	Tarjeta de Crédito	256.75	1200	2026-10-26	2025-01-01	Streaming	83.0	Web	Activo
C001437	Cliente 1437	Mass	Guayaquil	44	1222.79	Tarjeta de Crédito	565.68	1400	2029-07-11	2025-02-09	Education	63.3	App	Activo
C001082	Cliente 1082	Mass	Guayaquil	56	782.8	Tarjeta de Crédito	615.38	2100	2027-04-08	2026-02-05	Food	34.5	App	Activo
C000448	Cliente 0448	Affluent	Guayaquil	40	5077.41	Tarjeta de Crédito	4896.39	10800	2030-03-15	2026-03-21	Supermarket	436.42	POS	Activo
C000269	Cliente 0269	Mass	Cuenca	18	860.71	Tarjeta de Crédito	57.7	2100	2030-06-02	2025-03-09	Education	49.72	POS	Activo
C001882	Cliente 1882	Mass	Cuenca	33	572.49	Tarjeta de Crédito	164.86	1200	2028-02-19	2025-02-24	Streaming	17.83	Web	Activo
C000267	Cliente 0267	Mass	Manta	37	683.73	Crédito Hipotecario	64313.2		2027-11-23	2025-02-24	N/A	0	POS	Activo
C001885	Cliente 1885	Joven	Manta	41	829.99	Crédito Hipotecario	67289.76		2027-10-10	2026-05-16	N/A	0	ATM	Activo
C001685	Cliente 1685	Mass	Quito	49	1023.74	Tarjeta de Crédito	2168.45	2200	2027-08-03	2025-09-14	Others	86.93	Web	Activo
C000164	Cliente 0164	Mass	Cuenca	47	767.23	Tarjeta de Crédito	316.54	2200	2027-05-24	2025-03-21	Travel	38.0	POS	Activo
C001575	Cliente 1575	Premium	Quito	24	5508.21	Tarjeta de Crédito	4440.35	12500	2028-03-31	2025-08-31	Education	279.98	POS	Activo
C001283	Cliente 1283	Affluent	Ambato	47	2805.12	Tarjeta de Crédito	1673.87	3500	2027-04-21	2026-08-04	Fuel	227.69	App	Activo
C000184	Cliente 0184	Affluent	Cuenca	27	2082.5	Crédito Vehicular	11450.69		2031-01-27	2026-06-19	N/A	0	Web	Activo
